Name,University,JoinYear,Rank,Subfield,Bachelors,Masters,Doctorate,PostDoc,Sources1,Sources2,Sources3,Sources4
Dhabaleswar K (DK) Panda,Ohio State University,1991,Full,Distributed & Parallel Computing,Indian Institute of Technology - Kanpur - India,Indian Institute of Science - Bangalore - India,University of Southern California - USA,,http://www.cse.ohio-state.edu/~panda/,,,
DeLiang Wang,Ohio State University,1991,Full,Networks & Communications,Peking University - Beijing - China,Peking University - Beijing - China,University of Southern California - USA,,http://www.cse.ohio-state.edu/~dwang/,,,
Dong Xuan Xuan,Ohio State University,2007,Full,Distributed & Parallel Computing,Shanghai Jiao Tong University - Shanghai - China,Shanghai Jiao Tong University - Shanghai - China,Texas A&M University - USA,,http://www.cse.ohio-state.edu/~xuan/,,,
Eric Fosler-Lussier,Ohio State University,2003,Associate,Natural Language & Speech,University of California - Berkeley - USA,International Computer Science Institute - USA,International Computer Science Institute - USA,International Computer Science Institute - USA,http://www.cse.ohio-state.edu/~fosler/,,,
Facundo Memoli,Ohio State University,2014,Assistant,Algorithms & Theory,,University of Republic - Uruguay,University of Minnesota - Twin Cities - USA,Stanford University - USA,http://math.stanford.edu/~memoli/,,,
Feng Qin,Ohio State University,2006,Associate,Operating Systems,University of Science and Technology of China - China,Chinese Academy of Sciences - China,University of Illinois at Urbana-Champaign - USA,,http://www.linkedin.com/pub/dir/Feng/Qin,,,
Gagan Agrawal,Ohio State University,2003,Full,Distributed & Parallel Computing,Indian Institute of Technology - Kanpur - India,University of Maryland - College Park - USA,University of Maryland - College Park - USA,,http://www.cse.ohio-state.edu/~agrawal/,,,
Han-Wei Shen,Ohio State University,2006,Full,Graphics,National Taiwan University - Taipei - Taiwan,State University of New York - Stony Brook - USA,University of Utah - USA,,http://www.abonchaudhuri.net/resume/resume.pdf,,,
Huamin Wang,Ohio State University,2011,Assistant,Graphics,Zhejiang University - Hangzhou - China,Stanford University - USA,Georgia Institute of Technology - USA,University of California - Berkeley - USA,http://scholar.google.com/citations?user=iHpqfoQAAAAJ&hl=en,http://www.cse.ohio-state.edu/~whmin/publications.html,,
Jim Davis,Ohio State University,2000,Full,Computer Vision,,,Massachusetts Institute of Technology - USA,,http://www.cse.ohio-state.edu/people/faculty.shtml,,,
Kannan Srinivasan,Ohio State University,2011,Assistant,Networks & Communications,University of Madras - India,Oklahoma State University - USA,Stanford University - USA,University of Texas - Austin - USA,http://www.cse.ohio-state.edu/~kannan/,,,
Kenneth Supowit,Ohio State University,,Associate,Algorithms & Theory,,,University of Illinois at Urbana-Champaign - USA,,http://www.cse.ohio-state.edu/~supowit/,,,
Luis Rademacher,Ohio State University,2009,Assistant,Algorithms & Theory,University of Chile - Chile,University of Chile - Chile,Massachusetts Institute of Technology - USA,Georgia Institute of Technology - USA,http://www.cse.ohio-state.edu/~lrademac/,,,
Michael Bond,Ohio State University,2010,Assistant,Programming Languages,,,University of Texas - Austin - USA,,http://dl.acm.org/author_page.cfm?id=81100148693&coll=DL&dl=ACM,,,
Mikhail Belkin,Ohio State University,2005,Associate,Machine Learning & Pattern Recognition,University of Toronto - Canada,University of Chicago - USA,University of Chicago - USA,,http://www.cse.ohio-state.edu/~mbelkin/cv.pdf,,,
Neelam Soundarajan,Ohio State University,,Associate,Software Engineering,,,Bombay University - India,,http://www.cse.ohio-state.edu/people/faculty.shtml,,,
Ness Shroff,Ohio State University,2007,Full,Networks & Communications,,,Columbia University - USA,,https://ece.osu.edu/people/shroff,,,
Nicoleta Roman,Ohio State University,2005,Assistant,Machine Learning & Pattern Recognition,University of Bucharest - Romania,University of Bucharest - Romania,Ohio State University - USA,,http://www.cse.ohio-state.edu/people/faculty.html,,,
P. Sadayappan,Ohio State University,1990,Full,Distributed & Parallel Computing,Indian Institute of Technology - Madras - India,State University of New York - Stony Brook - USA,State University of New York - Stony Brook - USA,,http://discovery.osu.edu/theme-areas/energy-and-environment/fabee/p.-sadayappan.html?iframe=true&width=100%&height=100%,,,
Paul Sivilotti,Ohio State University,2004,Associate,Distributed & Parallel Computing,Queen's University - Ontario - Canada,California Institute of Technology - USA,California Institute of Technology - USA,California Institute of Technology - USA,http://www.cse.ohio-state.edu/~paolo/,,,
Prasun Sinha,Ohio State University,2003,Associate,Networks & Communications,Indian Institute of Technology - Delhi - India,Michigan State University - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cse.ohio-state.edu/~prasun/,,,
Radu Teodorescu,Ohio State University,2008,Assistant,Hardware & Architecture,,,University of Illinois at Urbana-Champaign - USA,,http://www.cse.ohio-state.edu/~teodores/,,,
Raghu Machiraju,Ohio State University,2003,Full,Graphics,Delhi College of Engineering - India,Indian Institute of Science - Bangalore - India,Ohio State University - USA,,"http://medicine.osu.edu/regenerativemedicine/imaging/pages/kun-huang,-phd-and-raghu-machiraju,-phd.aspx",,,
Rephael Wenger,Ohio State University,,Associate,Graphics,Princeton University - USA,,McGill University - Montreal - Canada,,http://www.cse.ohio-state.edu/~wenger/,,,
Roger Crawfis,Ohio State University,2012,Associate,Graphics,Purdue University - USA,University of California - Davis - USA,University of California - Davis - USA,,http://www.cse.ohio-state.edu/~crawfis/,,,
Spyros Blanas,Ohio State University,2013,Assistant,Databases,Technical University of Crete - Greece,University of Wisconsin - Madison - USA,University of Wisconsin - Madison - USA,,http://www.cse.ohio-state.edu/~sblanas/,,,
Srinivasan Parthasarathy,Ohio State University,2010,Full,Data Mining,,,University of Rochester - USA,,http://www.cse.ohio-state.edu/~srini/,,,
Tamal Dey,Ohio State University,,Full,Graphics,Jadavpur University - India,Indian Institute of Science - Bangalore - India,Purdue University - USA,University of Illinois at Urbana-Champaign - USA,http://www.cse.ohio-state.edu/~tamaldey/,,,
Ten-Hwang Steve Lai,Ohio State University,2010,Full,Networks & Communications,,,University of Minnesota - Twin Cities - USA,,http://www.cse.ohio-state.edu/~lai/,,,
Xiaodong Zhang,Ohio State University,,Full,Distributed & Parallel Computing,Beijing University of Technology - China,,University of Colorado Boulder - USA,,http://www.colorado.edu/engineering/profile/xiaodong-zhang-named-department-chair-ohio-state-university,,,
Yusu Wang,Ohio State University,2005,Associate,Graphics,Tsinghua University - Beijing - China,Duke University - USA,Duke University - USA,Stanford University - USA,http://www.cse.ohio-state.edu/~yusu/,,,
Adam Smith,Pennsylvania State University,,Associate,Security & Privacy,McGill University - Montreal - Canada,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Weizmann Institute of Science - Israel,http://www.cse.psu.edu/~asmith,http://www.cse.psu.edu/~asmith/jobs/cv/cv.pdf,,
Anand Sivasubramaniam,Pennsylvania State University,1995,Full,Operating Systems,Indian Institute of Technology - Madras - India,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,http://www.cse.psu.edu/people/anand,http://www.cse.psu.edu/~anand,,
Bhuvan Urgaonkar,Pennsylvania State University,,Associate,Distributed & Parallel Computing,Indian Institute of Technology - Kharagpur - India,University of Massachusetts - Amherst - USA,University of Massachusetts - Amherst - USA,University of Massachusetts - Amherst - USA,http://www.cse.psu.edu/people/bhuvan,http://www.cse.psu.edu/~bhuvan,,
Chita R. Das,Pennsylvania State University,1986,Full,Hardware & Architecture,,,University of Louisiana at Lafayette - USA,,http://www.cse.psu.edu/people/das,http://www.cse.psu.edu/~das,,
Daniel Kifer,Pennsylvania State University,2008,Assistant,Machine Learning & Pattern Recognition,New York University - USA,New York University - USA,Cornell University - USA,,http://www.cse.psu.edu/~dkifer/,http://www.cse.psu.edu/people/dkifer,,
George Kesidis,Pennsylvania State University,2000,Full,Networks & Communications,University of Waterloo - Ontario - Canada,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://www.cse.psu.edu/~kesidis,http://www.cse.psu.edu/people/kesidis,,
Guohong Cao,Pennsylvania State University,1999,Full,Networks & Communications,Xi'an Jiaotong University - China,,Ohio State University - USA,,http://www.cse.psu.edu/people/gcao,http://www.cse.psu.edu/~gcao,,
Jesse Barlow,Pennsylvania State University,1981,Full,Scientific Computing,University of Kansas - USA,Northwestern University - USA,Northwestern University - USA,,http://www.cse.psu.edu/people/barlow,,,
John (Jack) Sampson,Pennsylvania State University,2013,Assistant,Hardware & Architecture,University of California - Berkeley - USA,,University of California - San Diego - USA,University of California - San Diego - USA,http://www.cse.psu.edu/people/jms1257,,,
John Carroll,Pennsylvania State University,1982,Full,Human-Computer Interaction,Lehigh University - USA,Columbia University - USA,Columbia University - USA,,http://www.cse.psu.edu/people/carroll,http://ist.psu.edu/newsevents/page2.cfm?intNodeID=100&intPageID=736&HeadlineID=1004,,
John Hannan,Pennsylvania State University,,Associate,Programming Languages,Cornell University - USA,University of Wisconsin - Madison - USA,University of Pennsylvania - USA,University of Copenhagen - Denmark,http://www.cse.psu.edu/people/hannan,http://www.cse.psu.edu/~hannan,,
John J. Metzner,Pennsylvania State University,1986,Full,Networks & Communications,New York University - USA,New York University - USA,New York University - USA,,http://www.cse.psu.edu/people/metzner,,,
Kamesh Madduri,Pennsylvania State University,2011,Assistant,Distributed & Parallel Computing,Indian Institute of Technology - Madras - India,University of New Mexico - USA,Georgia Institute of Technology - USA,Lawrence Berkeley National Laboratory - USA,http://www.cse.psu.edu/people/madduri,http://www.cse.psu.edu/~madduri,,
Lee Coraor,Pennsylvania State University,,Associate,Hardware & Architecture,,,University of Iowa - USA,,http://www.cse.psu.edu/people/coraor,,,
Mahmut Kandemir,Pennsylvania State University,2008,Full,Operating Systems,,,Syracuse University - USA,,http://www.cse.psu.edu/people/kandemir,http://www.cse.psu.edu/~kandemir,,
Martin Furer,Pennsylvania State University,1996,Full,Algorithms & Theory,,,Eidgenossische Technische Hochschule - Zurich - Switzerland,,http://www.cse.psu.edu/~furer,http://www.cse.psu.edu/people/furer,,
Mary Jane Irwin,Pennsylvania State University,1977,Full,Hardware & Architecture,Memphis State University - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,http://www.cse.psu.edu/~mji,http://www.cse.psu.edu/people/mji,,
Padma Raghavan,Pennsylvania State University,2000,Full,Distributed & Parallel Computing,Indian Institute of Technology - Kharagpur - India,Pennsylvania State University - USA,Pennsylvania State University - USA,University of Illinois at Urbana-Champaign - USA,http://www.cse.psu.edu/~raghavan/,,,
Patrick D. McDaniel,Pennsylvania State University,2004,Full,Security & Privacy,Ohio University - USA,Ball State University - USA,University of Michigan - USA,,http://www.patrickmcdaniel.org/vita.html,,,
Paul Medvedev,Pennsylvania State University,2012,Assistant,Bioinformatics & Computational Biology,University of California - Los Angeles - USA,University of Southern Denmark - Denmark,University of Toronto - Canada,University of California - San Diego - USA,http://www.cse.psu.edu/people/pashadag,http://www.cse.psu.edu/~pashadag,,
Piotr Berman,Pennsylvania State University,1982,Associate,Bioinformatics & Computational Biology,Institute of Mathematics Polish Academy of Sciences - Poland,Warsaw University - Poland,Massachusetts Institute of Technology - USA,,http://www.cse.psu.edu/~berman,http://www.cse.psu.edu/people/berman,,
Raj Acharya,Pennsylvania State University,2009,Full,Bioinformatics & Computational Biology,,,University of Minnesota - Twin Cities - USA,,http://www.cse.psu.edu/~acharya,http://www.cse.psu.edu/people/acharya,,
Robert Collins,Pennsylvania State University,2005,Associate,Computer Vision,Pennsylvania State University - USA,,University of Massachusetts - Amherst - USA,University of Massachusetts - Amherst - USA,http://www.cse.psu.edu/~rcollins,http://www.cse.psu.edu/people/rcollins,,
Sean Hallgren,Pennsylvania State University,2006,Full,Algorithms & Theory,,,Pennsylvania State University - USA,,http://www.cse.psu.edu/~hallgren/,,,
Sencun Zhu,Pennsylvania State University,2009,Associate,Scientific Computing,Tsinghua University - Beijing - China,University of Science and Technology of China - China,George Mason University - USA,,http://www.cse.psu.edu/~szhu,http://www.cse.psu.edu/people/szhu,,
Sofya Raskhodnikova,Pennsylvania State University,2007,Associate,Algorithms & Theory,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cse.psu.edu/~sofya/cv.pdf,http://www.cse.psu.edu/~sofya,,
