Name;ReleaseDate;Action;Adventure;Children;Comedy;Crime;Documentary;Drama;Fantasy;Noir;Horror;Musical;Mystery;Romance;SciFi;Thriller;War;Western;AvgRating;Watches
The Old Man and the Sea;1958;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.78;131
Dial M for Murder;1954;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;4.08;379
Madame Butterfly;1995;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.44;18
Dirty Dancing;1987;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3.31;687
Reservoir Dogs;1992;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;4.14;1259
Platoon;1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.09;1143
Weekend at Bernie's;1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.79;373
Basic Instinct;1992;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.54;751
The Doors;1991;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3.41;680
The Crying Game;1992;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3.73;1229
Glengarry Glen Ross;1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;571
Sophie's Choice;1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.98;344
E.T. the Extra-Terrestrial;1982;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;3.97;2269
The Search for One-eye Jimmy;1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;5
Christmas Carol, A;1938;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.99;194
Days of Thunder;1990;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.81;420
Top Gun;1986;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.69;1010
American Strays;1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
Rebel Without a Cause;1955;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.92;402
Streetcar Named Desire, A;1951;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.23;483
Children of the Corn IV: The Gathering;1996;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.79;42
The Leopard Son;1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Loser;1991;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3
Prerokbe Ognja;1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Charm's Incidents;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Bird of Prey;1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Microcosmos (Microcosmos: Le peuple de l'herbe);1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.1;94
Palookaville;1996;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.43;35
The Associate;1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;50
The Funeral;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.87;31
Sleepover;1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
Single Girl, A (La Fille Seule);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;17
The Eighth Day;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.25;12
Tashunga;1995;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1
Drunks;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.21;34
The People vs. Larry Flynt;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.58;456
Glory Daze;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.08;13
Plutonium Circus;1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Perfect Candidate, A;1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.73;33
On Golden Pond;1981;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.74;405
The Return of the Pink Panther;1974;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78;385
Drop Dead Fred;1991;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2.37;317
The Abyss;1989;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.68;1715
The Fog;1980;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.92;170
Escape from New York;1981;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.46;884
The Howling;1980;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.26;231
Jean de Florette;1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.32;216
Manon of the Spring (Manon des sources);1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.26;220
Talking About Sex;1994;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2
Johnny 100 Pesos;1993;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2
Private Benjamin;1980;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.19;407
Monty Python and the Holy Grail;1974;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.34;1599
Hustler White;1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.5801;0
Dadetown;1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.86;7
Everything Relative;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;2
Entertaining Angels: The Dorothy Day Story;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Hoogste tijd;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Get Over It;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2
Three Lives and Only One Death;1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
The Line King: Al Hirschfeld;1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.75;16
Snowriders;1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.5;2
Curtis's Charm;1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
When We Were Kings;1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.32;277
The Wrong Trousers;1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.51;882
JLG/JLG - autoportrait de d?embre;1994;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3.5;4
The Return of Martin Guerre (Retour de Martin Guerre, Le);1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.93;158
Faust;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3.48;31
He Walked by Night;1948;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;3.48;29
Raw Deal;1948;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3.43;14
T-Men;1947;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3.73;15
The Invitation (Zaproszenie);1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
The Children Are Watching us (Bambini ci guardano, I);1942;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Symphonie pastorale, La;1946;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Here Comes Cookie;1935;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Love in Bloom;1935;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.5801;0
Six of a Kind;1934;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.17;6
The Tin Drum (Blechtrommel, Die);1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.95;94
The Ruling Class;1972;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.91;96
Mina Tannenbaum;1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.95;19
Two or Three Things I Know About Her;1966;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.6;5
The Bloody Child;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1
Farmer & Chase;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Dear God;1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;94
Bad Moon;1996;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.06;18
American Dream;1990;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.72;36
Best of the Best 3: No Turning Back;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.65;17
Bob Roberts;1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.73;415
Cinema Paradiso;1988;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4.29;615
The Cook the Thief His Wife & Her Lover;1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.35;198
Grosse Fatigue;1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;5
Delicatessen;1991;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;4;368
The Double Life of Veronique;1991;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.94;129
Enchanted April;1991;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.99;147
Paths of Glory;1957;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.47;230
The Grifters;1990;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;3.79;885
Hear My Song;1991;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.84;50
The Shooter;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;10
The English Patient;1996;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3.61;989
Mediterraneo;1991;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3.8;91
My Left Foot;1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.96;453
Sex, Lies, and Videotape;1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.61;562
Passion Fish;1992;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.66;147
Strictly Ballroom;1992;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.95;676
The Thin Blue Line;1988;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.25;269
Tie Me Up! Tie Me Down!;1990;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.51;132
Madonna: Truth or Dare;1991;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.06;209
Paris Is Burning;1990;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.03;105
One Flew Over the Cuckoo's Nest;1975;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.39;1725
Up in Smoke;1978;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.48;212
Star Wars: Episode V - The Empire Strikes Back;1980;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;4.29;2990
The Princess Bride;1987;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4.3;2318
Raiders of the Lost Ark;1981;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.48;2514
Brazil;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.1;913
Aliens;1986;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;4.13;1820
The Good Bad and The Ugly;1966;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.13;822
Withnail and I;1987;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.61;72
12 Angry Men;1957;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.3;616
Lawrence of Arabia;1962;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4.4;831
The Transformers: The Movie;1986;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3.38;231
Clockwork Orange, A;1971;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.08;1229
To Kill a Mockingbird;1962;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.43;928
Apocalypse Now;1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.24;1176
Once Upon a Time in the West;1969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.02;173
Star Wars: Episode VI - Return of the Jedi;1983;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;4.02;2883
Wings of Desire;1987;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4.11;242
The Third Man;1949;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;4.45;480
GoodFellas;1990;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.28;1657
Alien;1979;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.16;2024
Army of Darkness;1993;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;3.8;945
The Big Blue (Le Grand Bleu);1988;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.66;87
Ran;1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.27;357
The Killer (Die xue shuang xiong);1989;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.2;244
Psycho;1960;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;4.22;1263
The Blues Brothers;1980;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.94;1341
The Godfather: Part II;1974;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.36;1692
Full Metal Jacket;1987;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.11;1254
Grand Day Out, A;1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.36;473
Henry V;1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.29;426
Amadeus;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.25;1382
The Quiet Man;1952;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4.05;226
Once Upon a Time in America;1984;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;3.86;241
Raging Bull;1980;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.19;677
Annie Hall;1977;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4.14;1334
The Right Stuff;1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.08;750
Stalker;1979;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3.63;52
The Boat (Das Boot);1981;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.3;1001
The Sting;1973;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4.32;1049
Harold and Maude;1971;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.16;697
Trust;1990;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.19;90
The Seventh Seal (Sjunde inseglet, Det);1957;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.23;299
Local Hero;1983;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;351
The Terminator;1984;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4.15;2098
Braindead;1992;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.36;70
Glory;1989;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.19;1112
Rosencrantz and Guildenstern Are Dead;1990;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.98;325
Manhattan;1979;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4.08;718
Miller's Crossing;1990;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.01;358
Dead Poets Society;1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.01;855
The Graduate;1967;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4.25;1261
Touch of Evil;1958;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4.22;514
Nikita (La Femme Nikita);1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.01;733
The Bridge on the River Kwai;1957;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.39;938
8 1/2;1963;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.11;228
Chinatown;1974;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;4.34;1185
The Day the Earth Stood Still;1951;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;4.14;559
The Treasure of the Sierra Madre;1948;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.29;453
Bad Taste;1987;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.41;54
Duck Soup;1933;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4.21;594
Better Off Dead...;1985;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.92;472
The Shining;1980;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4.1;1087
Stand by Me;1986;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.1;1785
M;1931;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4.3;308
Evil Dead II (Dead By Dawn);1987;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.83;548
The Great Escape;1963;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4.38;696
The Deer Hunter;1978;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.11;700
Diva;1981;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;4.05;257
Groundhog Day;1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.95;2278
Unforgiven;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.09;997
The Manchurian Candidate;1962;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4.33;765
Pump Up the Volume;1990;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;317
Arsenic and Old Lace;1944;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;4.17;672
Back to the Future;1985;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3.99;2583
Fried Green Tomatoes;1991;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;593
Patton;1970;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.27;645
Down by Law;1986;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.97;146
Akira;1988;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.93;452
Highlander;1986;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.85;741
Cool Hand Luke;1967;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.25;930
Cyrano de Bergerac;1990;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.88;363
Young Frankenstein;1974;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;4.25;1193
Night on Earth;1991;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.75;194
Raise the Red Lantern;1991;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.17;277
The Great Dictator;1940;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.03;216
Fantasia;1940;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.9;943
High Noon;1952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.18;403
The Big Sleep;1946;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4.31;541
Heathers;1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.82;803
Somewhere in Time;1980;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.59;285
Ben-Hur;1959;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.11;704
This Is Spinal Tap;1984;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;4.18;1118
Koyaanisqatsi;1983;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3.97;182
Some Kind of Wonderful;1987;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.59;230
Indiana Jones and the Last Crusade;1989;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.13;1628
Being There;1979;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.01;591
Gandhi;1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.14;671
M*A*S*H;1970;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4.12;1099
The Unbearable Lightness of Being;1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.57;266
Room with a View, A;1986;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;560
Real Genius;1985;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.71;442
Pink Floyd - The Wall;1982;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;3.64;387
The Killing Fields;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.25;732
My Life as a Dog (Mitt liv som hund);1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.15;330
Forbidden Planet;1956;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.98;373
Field of Dreams;1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.91;768
The Man Who Would Be King;1975;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.13;310
Butch Cassidy and the Sundance Kid;1969;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4.22;1419
Paris, Texas;1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.79;121
Until the End of the World (Bis ans Ende der Welt);1991;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.6;136
When Harry Met Sally...;1989;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4.07;1568
I Shot a Man in Vegas;1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Parallel Sons;1995;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.5801;0
Hype!;1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.56;43
Santa with Muscles;1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7
Female Perversions;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.24;29
Mad Dog Time;1996;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2.15;13
Breathing Room;1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.5801;0
Paris Was a Woman;1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.33;3
Anna;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
I'm Not Rappaport;1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.18;40
Blue Juice;1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Kids of Survival;1993;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Alien?;1992;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;3.04;925
American Werewolf in London, An;1981;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.75;549
Amityville 1992: It's About Time;1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.72;32
Amityville 3-D;1983;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.37;43
Amityville: Dollhouse;1996;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.68;22
Amityville: A New Generation;1993;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.65;23
Amityville II: The Possession;1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.11;56
The Amityville Horror;1979;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.94;355
The Amityville Curse;1990;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.84;25
Blood For Dracula (Andy Warhol's Dracula);1974;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.67;36
April Fool's Day;1986;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;116
Audrey Rose;1977;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.18;50
The Believers;1987;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.91;102
The Birds;1963;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.88;733
The Blob;1958;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.14;338
Blood Beach;1981;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.71;21
Body Parts;1991;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.24;55
The Body Snatcher;1945;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.56;64
Bram Stoker's Dracula;1992;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3.34;672
Bride of Frankenstein;1935;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.91;216
Burnt Offerings;1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.85;53
Candyman;1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.9;262
Cape Fear;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.67;687
Cape Fear;1962;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3.92;361
Carrie;1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.6;567
Cat People;1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.18;174
Nightmare on Elm Street, A;1984;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.49;451
Nosferatu (Nosferatu, eine Symphonie des Grauens);1922;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.99;238
Nosferatu a Venezia;1986;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.07;14
The Omen;1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.62;409
Blood & Wine;1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;35
Albino Alligator;1996;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2.85;94
The Mirror Has Two Faces;1996;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.09;188
