Movie Title,Passes Bechdel Test?,Number of Criteria Passed,Clarity of Pass,Has at least two [named] women in it,The women talk to each other,The women talk about something besides a man,Genre,Director,Main Actors,Production Company,Plot Keywords (top 10),Year,Rating,Runtime (min),Plot,Language,Country,Image,IMDb Popularity Score,Award Popularity,IMDb rating,IMDb votes,Nominations,Wins,IMDB Link
Dolphin Tale (2011),No,2,,Pass,Pass,Fail,"Drama, Family",Charles Martin Smith,"Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson","Alcon Entertainment, Arc Productions","dolphin, boy, tail, trap, prosthetics, crab trapping, television host, news anchor, board of directors, wheelchair",2011,Parental guidance,113,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,English,United States,http://ia.media-imdb.com/images/M/MV5BMTk2NTQwMTU5NF5BMl5BanBnXkFtZTcwNTU0MzE0NQ@@._V1_SX300.jpg,103121,14,6.9,"14,945",4,2,http://www.imdb.com/title/tt1564349/
Don Jon (2013),Yes,3,Dubious,Pass,Pass,Pass,"Comedy, Drama, Romance",Joseph Gordon-Levitt,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza","Voltage Pictures, HitRecord Films, Ram Bergman Productions","reference to facebook, nightclub, church, new jersey, watching porn, pornography, directorial debut, budweiser, time lapse photography, female frontal nudity",2013,Restricted,90,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",English,United States,"http://ia.media-imdb.com/images/M/MV5BMTQxNTc3NDM2MF5BMl5BanBnXkFtZTcwNzQ5NTQ3OQ@@._V1._CR28,28.649993896484375,1271,1991.0000305175781_SX89_AL_.jpg_V1_SX300.jpg",994005,35,6.7,"148,359",15,4,http://www.imdb.com/title/tt2229499/
Don't Be Afraid of the Dark (2010),Yes,3,Clear,Pass,Pass,Pass,"Fantasy, Horror, Thriller",Troy Nixey,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson","Miramax Films, FilmDistrict, Necropia","mansion, basement, interior designer, disappearance, creature, stabbed to death, long take, fire, forest, woods",2010,Restricted,99,A young girl sent to live with her father and his new girlfriend believes that she has released creatures from a sealed ash pit in the basement of her new home.,English,"United States, Australia, Mexico",http://ia.media-imdb.com/images/M/MV5BMTYwMDk4ODU0OV5BMl5BanBnXkFtZTcwMDY2NDE0Ng@@._V1_SX300.jpg,206315,7,5.6,"36,842",2,1,http://www.imdb.com/title/tt1270761/
Donovan's Echo (2011),No,1,,Pass,Fail,Fail,"Drama, Fantasy, Mystery",Jim Cliffe,"Danny Glover, Kyarra Willis, Karen Holness, Bruce Greenwood","Common Man Films, Donovan's Echo Productions, Maniacal Toon Media","past, memory, instinct, astronomy, afterlife, redemption, self forgiveness, regret, near future, visual metaphor",2011,"Parental guidance, Unsuitable for children under 13",,"A series of uncanny déjà vu events force a man to re-examine his tragic past, memory, instinct, and future.",English,Canada,http://ia.media-imdb.com/images/M/MV5BMTM5NDk2NjE0M15BMl5BanBnXkFtZTcwNTUxNTgyNw@@._V1_SX300.jpg,5958,21,6.2,961,6,3,http://www.imdb.com/title/tt1743922/
Dorfman in Love (2011),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Romance",Brad Leong,"Scott Wilson, Sara Rue, Kelen Coleman, Hayley Marie Norman",,,2011,Restricted,,"Unknowingly trapped in her role as caretaker of her unappreciative family, a young single woman desperately needs to get her own life. When she volunteers to cat sit at her unrequited love's downtown L.A loft, her world, as she knows it, changes forever.",English,United States,http://ia.media-imdb.com/images/M/MV5BMzQ0NDY3MTYzM15BMl5BanBnXkFtZTcwNjg5NTgwOQ@@._V1_SX300.jpg,3935,5,5.9,667,,1,http://www.imdb.com/title/tt1665418/
Dos hermanos (2010),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",Daniel Burman,"Antonio Gasalla, Graciela Borges, Elena Lucena, Rita Cortese","BD Cine, Instituto Nacional de Cine y Artes Audiovisuales (INCAA), Televisión Federal (Telefe)","brother sister relationship, based on novel",2010,,105,"They are both alone. They need each other but, at the same time, they despise each other. Siblings Marcos and Susana are unable to heal the old wounds festering within them after the death ...",Spanish,Argentina,,3270,21,6.5,503,16,1,http://www.imdb.com/title/tt1576382/
Draft Day (2014),No,2,,Pass,Pass,Fail,"Drama, Sport",Ivan Reitman,"Chris Berman, Dave Donaldson, Patrick St. Esprit, Chi McBride","Summit Entertainment, OddLot Entertainment, Montecito Picture Company",unplanned pregnancy,2014,Restricted,110,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",English,United States,http://ia.media-imdb.com/images/M/MV5BMjAyOTMxMjA3Nl5BMl5BanBnXkFtZTgwMTMwNjQ4MDE@._V1_SX300.jpg,142004,,6.8,"20,883",,,http://www.imdb.com/title/tt2223990/
Dragon Ball Z: Battle of Gods (2013),Yes,3,Dubious,Pass,Pass,Pass,"Animation, Action, Fantasy",Masahiro Hosoda,"Sean Schemmel, Jason Douglas, Ian Sinclair, Monica Rial","Toei Company, Twentieth Century Fox, Shueisha",,2013,"Parental guidance, Unsuitable for children under 13",85,"The Z-Fighters must contend with Lord Beerus, the God of Destruction, but only a God can fight a God, and none of them are Gods. However with the creation of the Super Saiyan God, will the Z-Fighters be able to defeat Lord Beerus?",Japanese,Japan,http://ia.media-imdb.com/images/M/MV5BMjE2MzUwODUxMl5BMl5BanBnXkFtZTgwMTI0NDkzMjE@._V1_SX300.jpg,79256,1,7.3,"10,857",1,,http://www.imdb.com/title/tt2263944/
Dragon Lore: Curse of the Shadow (2013),No,1,,Pass,Fail,Fail,"Action, Adventure, Fantasy",John Lyde,"Danielle Chuchran, Richard McWilliams, Paul D. Hunt, James C. Morris","Arrowstorm Entertainment, Mainstay Productions","orc, firearm, elf, dwarf, warlock, mermaid",2013,,111,"A secret cabal, The Shadow, works to bring about the return of Goth Azul - the Undead God - in the rich world of SAGA, populated by elves, orcs, dwarves and dragons.",English,United States,http://ia.media-imdb.com/images/M/MV5BMjE0OTcxODI2NV5BMl5BanBnXkFtZTcwMjc3NTg3OA@@._V1_SX300.jpg,10055,,4.9,"2,052",,,http://www.imdb.com/title/tt2250234/
Dream House (2011),Yes,3,Clear,Pass,Pass,Pass,"Drama, Mystery, Thriller",Jim Sheridan,"Daniel Craig, Naomi Watts, Rachel Weisz, Elias Koteas",,"psychiatric hospital, father daughter relationship, closet, train, real life sisters playing sisters, title appears in writing, author, house fire, immolation, arson",2011,"Parental guidance, Unsuitable for children under 13",92,"Soon after moving into their seemingly idyllic new home, a family learns of a brutal crime committed against former residents of the dwelling.",English,"United States, Canada",http://ia.media-imdb.com/images/M/MV5BMTM5MzUxMDc5Ml5BMl5BanBnXkFtZTcwMTMwMjIwNg@@._V1_SX300.jpg,229410,1,5.9,"38,883",1,,http://www.imdb.com/title/tt1462041/
Dredd 3D (2012),Yes,3,Clear,Pass,Pass,Pass,"Action, Sci-Fi",Pete Travis,"Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau","DNA Films, IM Global, Peach Trees","judge, drug lord, knife, torture, organized crime, female warrior, tough girl, tough cop, martial arts, 2000 a.d. comics",2012,Restricted,95,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",English,"United Kingdom, United States, India, South Africa",http://ia.media-imdb.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX300.jpg,1186927,19,7,"169,561",9,2,http://www.imdb.com/title/tt1343727/
Drinking Buddies (2013),Yes,3,Dubious,Pass,Pass,Pass,"Drama, Romance",Joe Swanberg,"Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston","Burn Later Productions, MJW Films","brewery, co worker, u haul truck, woman wearing a string bikini, woman wearing mismatched lingerie, male female friendship, bandana, jealousy, heated argument, wounded hand",2013,Restricted,90,Luke and Kate are coworkers at a brewery who spend their nights drinking and flirting heavily. One weekend away together with their significant others proves who really belongs together and who doesn't.,English,United States,http://ia.media-imdb.com/images/M/MV5BMjMwNDU1NzMzM15BMl5BanBnXkFtZTcwNTY3ODk1OQ@@._V1_SX300.jpg,219685,7,6.1,"36,014",2,1,http://www.imdb.com/title/tt2265398/
Drive (2011),Yes,3,Dubious,Pass,Pass,Pass,"Crime, Drama",Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks","FilmDistrict, Bold Films, OddLot Entertainment","mechanic, getaway driver, mythical hero, mafia, silent protagonist, getaway, neighbor, garage, stuntman, getaway car",2011,Restricted,100,"A mysterious Hollywood stuntman, mechanic and getaway driver lands himself in trouble when he helps out his neighbor.","English, Spanish",United States,http://ia.media-imdb.com/images/M/MV5BOTM1ODQ0Nzc4NF5BMl5BanBnXkFtZTcwMTM0MjQyNg@@._V1_SX300.jpg,2835737,456,7.8,"363,556",111,69,http://www.imdb.com/title/tt0780504/
Due Date (2010),No,1,,Pass,Fail,Fail,Comedy,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx","Warner Bros., Legendary Pictures, Green Hat Films","birth, aspiring actor, cross country, acting, wallet, car rental, road trip, passing out, cartoon on tv, cross country trip",2010,Restricted,95,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,"English, Spanish",United States,http://ia.media-imdb.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_SX300.jpg,1566985,6,6.6,"237,422",6,,http://www.imdb.com/title/tt1231583/
Dylan Dog: Dead of Night (2010),No,0,,Fail,Fail,Fail,"Comedy, Horror, Mystery",Kevin Munroe,"Brandon Routh, Anita Briem, Sam Huntington, Taye Diggs","Hyde Park, Long Distance Films, Platinum Studios","supernatural, occult detective, crucifix, trapped in crypt, heart, vampire blood, stuttering, morgue, trolley, lock of hair",2010,"Parental guidance, Unsuitable for children under 13",107,"The adventures of supernatural private investigator, Dylan Dog, who seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket, and blue jeans.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTM4ODE1OTU3NF5BMl5BanBnXkFtZTcwMzY2MTEwNQ@@._V1_SX300.jpg,60114,1,5.1,"11,787",1,,http://www.imdb.com/title/tt1013860/
Easy A (2010),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Romance",Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd","Screen Gems, Olive Bridge Entertainment","high school, school, student, friend, rumor, weekend, girl, best friend, promiscuity, lie",2010,"Parental guidance, Unsuitable for children under 13",92,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,English,United States,http://ia.media-imdb.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg,1525536,58,7.2,"211,880",18,8,http://www.imdb.com/title/tt1282140/
Eat Me! (2010),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Horror",Katie Carman-Lehach,"Elizabeth Lee, Jun Naito, Ivy Hong, Chesley Calloway",Cold Hands Productions,"heroism, blood, summer, radiation, apocalypse, zombie, gore, stoner",2010,,,"Garage band General Malacarne are practicing their latest set in the basement when a mysterious blackout hits Brooklyn. While the band kicks back with some joints downstairs, everyone ...",English,United States,http://ia.media-imdb.com/images/M/MV5BMTQ4NTkwNDYzMF5BMl5BanBnXkFtZTcwMDc1MzI4Mg@@._V1_SX300.jpg,371,,6.4,58,,,http://www.imdb.com/title/tt1412541/
"Eat, Pray, Love (2010)",Yes,3,Clear,Pass,Pass,Pass,"Drama, Romance",Ryan Murphy,"Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup","Columbia Pictures, Plan B Entertainment, Red Om Films","skinny dipping, indonesia, india, divorce, bali, inner peace, female protagonist, searching for happiness, la dolce vita, lone traveler",2010,"Parental guidance, Unsuitable for children under 13",133,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".","English, Italian, Portuguese",United States,http://ia.media-imdb.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_SX300.jpg,286490,7,5.6,"51,159",2,1,http://www.imdb.com/title/tt0879870/
Edge of Darkness (2010),No,1,,Pass,Fail,Fail,"Crime, Drama, Mystery",Martin Campbell,"Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic","Warner Bros., GK Films, British Broadcasting Corporation (BBC)","detective, death, evidence, government, murder, single father, cover up, corruption, activist, conspiracy",2010,Restricted,117,"As homicide detective Thomas Craven investigates the death of his activist daughter, he uncovers not only her secret life, but a corporate cover-up and government collusion that attracts an agent tasked with cleaning up the evidence.",English,"United Kingdom, United States",http://ia.media-imdb.com/images/M/MV5BMTczMDk5MTg5Ml5BMl5BanBnXkFtZTcwOTYyMjE5Mg@@._V1_SX300.jpg,441164,1,6.6,"66,843",1,,http://www.imdb.com/title/tt1226273/
Edge of Tomorrow (2014),No,1,,Pass,Fail,Fail,"Action, Sci-Fi",Doug Liman,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton","Warner Bros., Village Roadshow Pictures, RatPac-Dune Entertainment","time loop, combat, alien, battle, subjective camera, end of the world, courage, unlikely hero, female warrior, action heroine",2014,"Parental guidance, Unsuitable for children under 13",113,"A military officer is brought into an alien war against an extraterrestrial enemy who can reset the day and know the future. When this officer is enabled with the same power, he teams up with a Special Forces warrior to try and end the war.",English,"United States, Australia",http://ia.media-imdb.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg,1686616,5,8,"210,827",5,,http://www.imdb.com/title/tt1631867/
Eega (2012),No,2,,Pass,Pass,Fail,"Comedy, Drama, Fantasy","S.S. Rajamouli, J.V.V. Sathyanarayana","Sudeep, Nani, Samantha Ruth Prabhu, Hamsa Nandini","PVP Cinema, Vaarahi Chalana Chitram","revenge, house fly, reincarnation, murder",2012,,145,A murdered man is reincarnated as a housefly and seeks to avenge his death.,"Telugu, Tamil, Hindi, Malayalam, Chinese, Urdu, Thai, Japanese, Portuguese, Kannada",India,,50276,190,7.9,"6,364",25,33,http://www.imdb.com/title/tt2258337/
Ego (2013),No,2,,Pass,Pass,Fail,Drama,Lisa James-Larsson,"Martin Wallström, Mylaine Hedreul, Sissela Kyle, Peter Andersson","Filmlance International AB, Film i Väst, Svenska Filminstitutet (SFI)",,2013,,105,"For 25-year-old Sebastian it is all about surface and appearance. Life is full of party, money and one-night stands. He has never challenged himself, whether it be his dream of a music ...",Swedish,Sweden,http://ia.media-imdb.com/images/M/MV5BMjIwOTIwMjU5MV5BMl5BanBnXkFtZTcwMDczNTQ4OA@@._V1_SX300.jpg,9908,1,6.2,"1,598",1,,http://www.imdb.com/title/tt2287715/
Ein Geschenk der Gotter (2014),Yes,3,Clear,Pass,Pass,Pass,Drama,Oliver Haffner,"Katharina M. Schubert, Adam Bousdoukos, Paul Faßnacht, Katharina Hauter","if... Productions, Südwestrundfunk (SWR)",,2014,,102,,"German, Greek",Germany,,161,,7.3,22,,,http://www.imdb.com/title/tt3983072/
Ek Villain (2014),No,2,,Pass,Pass,Fail,"Action, Romance, Thriller",Mohit Suri,"Meher Acharya Dar, Rini Das, Prachi Desai, Ritesh Deshmukh",Balaji Motion Pictures,"serial killer, police officer, jewels, hospital, wish, smiley, kiss, red light area, asylum, pothole",2014,,129,"When his lover becomes the latest victim of a serial killer, Guru blurs the line between good and evil in his pursuit of revenge.",Hindi,India,http://ia.media-imdb.com/images/M/MV5BMTQzODMxNDU3MF5BMl5BanBnXkFtZTgwMDAzNjMxMjE@._V1_SX300.jpg,44720,,6.5,"6,880",,,http://www.imdb.com/title/tt3175038/
El dios de madera (2010),Yes,3,Clear,Pass,Pass,Pass,Drama,Vicente Molina Foix,"Olga Alamán, Nao Albet, Sonia Almarcha, Ángela Castilla",,,2010,,,,Spanish,Spain,,45,5,4.1,11,,1,http://www.imdb.com/title/tt1511354/
Elektra Luxx (2010),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",Sebastian Gutierrez,"Joseph Gordon-Levitt, Carla Gugino, Ermahn Ospina, Jake Hames",Gato Negro Films,"porn star, virgin mary, twin, female protagonist, annoying little sister, side boob, female rear nudity, parody, book signing, best friends in love",2010,Restricted,100,Life for porn actress Elektra Luxx gets turned upside down when she finds out she's pregnant.,English,United States,http://ia.media-imdb.com/images/M/MV5BMTM0MDU1MjkyMF5BMl5BanBnXkFtZTcwNDQ5MDA1NA@@._V1_SX300.jpg,27285,,5.1,"5,350",,,http://www.imdb.com/title/tt1340773/
Elementary (2012),Yes,3,Clear,Pass,Pass,Pass,"Crime, Drama, Mystery",,"Jonny Lee Miller, Lucy Liu, Aidan Quinn, Jon Michael Hill","Hill of Beans Productions, Timberman-Beverly Productions, CBS","detective, sherlock holmes, new york city, modernized setting, one word series title, brownstone, 2010s, companionship, companion, female companion",2012,,60,"A modern take on the cases of Sherlock Holmes, with the detective now living in New York City.",English,United States,http://ia.media-imdb.com/images/M/MV5BNTAwMTExNTM4N15BMl5BanBnXkFtZTcwOTkwOTgxOA@@._V1_SX300.jpg,385072,27,8,"48,134",12,3,http://www.imdb.com/title/tt2191671/
Elena Undone (2010),Yes,3,Clear,Pass,Pass,Pass,"Drama, Romance",Nicole Conn,"Necar Zadegan, Traci Dinwiddie, Gary Weeks, Sam Harris","Soul Kiss Films, FilmMcQueen","writer, pastor, lesbian, lesbian sex, taking a picture, author, religion, church, infidelity, adultery",2010,Not Rated,111,"Fate brings two diversely different women together, and sets them on a collision course that will shatter their preconceived notions about love, life and the power of one's soul.",English,United States,http://ia.media-imdb.com/images/M/MV5BMjAzNTUxODk1MF5BMl5BanBnXkFtZTcwMTE1Njk5Mw@@._V1_SX300.jpg,16140,10,6.5,"2,483",,2,http://www.imdb.com/title/tt1575539/
