;A;B;C
R7095;0;1;1
R7096;0;1;0
R7097;0;1;1
R7098;0;1;0
R7099;1;1;0
R7100;1;0;1
R7101;1;0;1
R7102;1;0;1
R7103;1;1;0
R7104;1;1;0
R7105;1;1;0
R7106;1;1;0
R7107;1;0;1
R7108;1;0;0
R7109;1;1;0
R7110;0;0;1
R7111;1;1;1
R7112;0;1;0
R7113;0;0;1
R7114;0;1;1
R7115;0;1;0
R7116;0;0;0
R7117;0;1;1
R7118;1;1;0
R7119;0;1;1
R7120;0;1;0
R7121;1;0;0
R7122;0;1;1
R7123;1;0;0
R7124;1;0;0
R7125;0;0;0
R7126;0;0;0
R7127;0;0;1
R7128;1;1;1
R7129;1;1;0
R7130;1;1;1
R7131;0;0;1
R7132;0;0;1
R7133;1;0;1
R7134;0;1;1
R7135;0;1;1
R7136;0;1;1
R7137;1;1;1
R7138;1;1;1
R7139;0;1;0
R7140;1;0;0
R7141;0;0;0
R7142;1;0;1
R7143;0;0;0
R7144;0;0;1
R7145;0;0;1
R7146;1;1;1
R7147;1;1;1
R7148;0;0;1
R7149;1;1;1
R7150;1;0;1
R7151;0;1;0
R7152;0;0;0
R7153;0;1;0
R7154;0;0;0
R7155;1;0;0
R7156;0;0;1
R7157;1;0;0
R7158;1;0;0
R7159;0;0;1
R7160;0;0;0
R7161;1;0;0
R7162;1;0;0
R7163;1;0;0
R7164;0;0;1
R7165;0;0;0
R7166;0;0;1
R7167;0;1;1
R7168;0;1;0
R7169;1;0;0
R7170;1;1;1
R7171;1;0;1
R7172;0;0;0
R7173;0;0;1
R7174;0;0;0
R7175;0;1;0
R7176;0;1;1
R7177;1;0;1
R7178;0;0;0
R7179;1;1;0
R7180;0;0;1
R7181;0;1;1
R7182;0;1;0
R7183;0;0;1
R7184;0;0;0
R7185;0;1;1
R7186;0;1;0
R7187;1;1;1
R7188;1;0;1
R7189;1;0;1
R7190;1;1;1
R7191;0;0;1
R7192;1;0;1
R7193;0;1;1
R7194;0;0;1
R7195;1;0;0
R7196;1;1;0
R7197;0;1;1
R7198;0;0;1
R7199;1;1;0
R7200;0;1;0
R7201;1;0;1
R7202;1;1;1
R7203;0;0;1
R7204;0;1;0
R7205;1;0;0
R7206;1;0;1
R7207;1;0;1
R7208;0;1;1
R7209;1;1;1
R7210;0;0;0
R7211;1;1;0
R7212;1;0;1
R7213;0;1;1
R7214;0;0;0
R7215;1;1;1
R7216;1;0;0
R7217;0;0;1
R7218;0;0;0
R7219;1;0;1
R7220;0;0;0
R7221;0;1;0
R7222;0;1;1
R7223;1;1;1
R7224;1;1;1
R7225;0;0;1
R7226;0;1;0
R7227;0;1;0
R7228;1;1;1
R7229;1;0;0
R7230;1;0;0
R7231;1;1;1
R7232;1;1;1
R7233;0;0;0
R7234;1;1;0
R7235;1;0;1
R7236;1;1;0
R7237;0;1;1
R7238;0;0;1
R7239;0;0;0
R7240;1;0;1
R7241;1;0;1
R7242;1;1;1
R7243;0;1;0
R7244;0;1;1
R7245;1;0;1
R7246;0;0;1
R7247;1;0;1
R7248;0;0;0
R7249;0;0;0
R7250;1;1;1
R7251;0;1;1
R7252;1;1;0
R7253;1;0;1
R7254;1;0;0
R7255;0;1;0
R7256;0;0;0
R7257;0;0;1
R7258;0;0;0
R7259;1;1;0
R7260;0;1;1
R7261;0;1;1
R7262;0;0;1
R7263;1;0;0
R7264;0;0;0
R7265;0;0;0
R7266;1;0;0
R7267;0;1;1
R7268;1;0;0
R7269;0;1;1
R7270;1;1;1
R7271;1;0;1
R7272;1;1;1
R7273;0;1;0
R7274;0;0;0
R7275;1;1;1
R7276;0;0;0
R7277;0;0;0
R7278;1;1;0
R7279;0;0;1
R7280;1;0;0
R7281;1;0;0
R7282;1;0;0
R7283;0;0;1
R7284;0;1;1
R7285;0;0;1
R7286;1;1;0
R7287;0;1;0
R7288;1;1;0
R7289;0;0;1
R7290;0;1;0
R7291;1;0;1
R7292;0;0;1
R7293;1;1;0
R7294;0;0;1
R7295;0;0;1
R7296;1;1;0
R7297;0;0;0
R7298;1;0;0
R7299;1;0;0
R7300;0;1;0
R7301;0;0;0
R7302;0;1;1
R7303;1;1;1
R7304;1;0;1
R7305;1;1;0
R7306;1;1;0
R7307;0;0;1
R7308;1;1;0
R7309;1;0;1
R7310;1;1;0
R7311;1;1;1
R7312;0;1;1
R7313;0;1;1
R7314;0;0;0
R7315;1;0;1
R7316;1;0;0
R7317;1;0;1
R7318;0;0;1
R7319;0;1;1
R7320;1;0;0
R7321;0;1;0
R7322;0;1;0
R7323;0;0;1
R7324;0;1;0
R7325;1;0;0
R7326;1;1;0
R7327;0;0;0
R7328;1;1;0
R7329;0;1;1
R7330;1;1;1
R7331;1;1;0
R7332;0;1;0
R7333;0;0;0
R7334;1;0;0
R7335;0;1;1
R7336;1;1;1
R7337;0;1;1
R7338;0;0;1
R7339;1;0;1
R7340;0;0;0
R7341;1;1;1
R7342;0;0;0
R7343;1;0;0
R7344;1;0;1
R7345;1;0;1
R7346;0;1;1
R7347;0;1;0
R7348;1;1;0
R7349;1;1;0
R7350;1;0;1
R7351;1;0;0
R7352;1;1;0
R7353;1;0;1
R7354;1;0;0
R7355;1;0;1
R7356;0;0;0
R7357;0;0;1
R7358;1;1;1
R7359;1;1;0
R7360;0;0;0
R7361;1;0;0
R7362;0;0;1
R7363;1;1;1
R7364;1;0;1
R7365;0;1;1
R7366;1;1;0
R7367;1;1;1
R7368;0;1;1
R7369;0;1;0
R7370;0;1;0
R7371;1;0;0
R7372;1;1;0
R7373;1;0;1
R7374;0;0;0
R7375;0;1;1
R7376;1;1;1
R7377;1;0;0
R7378;1;0;1
R7379;0;0;1
R7380;0;1;1
R7381;0;1;0
R7382;1;0;0
R7383;1;0;0
R7384;0;1;0
R7385;0;1;1
R7386;1;1;1
R7387;0;0;0
R7388;1;1;0
R7389;1;0;1
R7390;0;1;0
R7391;1;0;1
R7392;1;0;0
R7393;1;0;0
R7394;1;1;0
R7395;1;0;1
R7396;1;0;1
R7397;1;1;1
R7398;0;0;0
R7399;0;1;0
R7400;1;1;1
R7401;1;1;1
R7402;1;0;1
R7403;0;0;1
R7404;1;0;1
R7405;1;0;1
R7406;1;0;0
R7407;0;1;0
R7408;0;0;0
R7409;1;1;0
R7410;0;0;1
R7411;1;0;1
R7412;0;1;0
R7413;0;0;0
R7414;1;1;1
R7415;0;0;0
R7416;0;1;1
R7417;0;0;0
R7418;1;0;0
R7419;0;1;1
R7420;0;1;1
R7421;0;0;1
R7422;1;1;1
R7423;0;1;0
R7424;1;1;1
R7425;1;1;1
R7426;1;0;1
R7427;0;1;1
R7428;0;1;0
R7429;0;0;0
R7430;1;1;0
R7431;1;1;0
R7432;1;0;0
R7433;0;1;1
R7434;0;1;1
R7435;0;0;1
R7436;0;0;1
R7437;0;0;0
R7438;1;0;1
R7439;1;1;1
R7440;1;0;0
R7441;1;0;1
R7442;0;0;0
R7443;0;1;1
R7444;0;0;0
R7445;1;0;0
R7446;0;0;0
R7447;0;0;0
R7448;0;0;0
R7449;0;1;1
R7450;0;0;0
R7451;1;1;0
R7452;0;0;0
R7453;0;0;1
R7454;1;1;0
R7455;1;1;0
R7456;0;0;0
R7457;1;1;0
R7458;0;1;0
R7459;0;1;1
R7460;1;1;1
R7461;0;1;0
R7462;0;0;0
R7463;1;0;0
R7464;0;1;0
R7465;1;0;1
R7466;0;0;1
R7467;1;0;0
R7468;1;1;0
R7469;1;1;1
R7470;1;1;1
R7471;1;0;0
R7472;1;1;1
R7473;0;0;0
R7474;1;0;0
R7475;1;0;1
R7476;1;0;0
R7477;0;0;0
R7478;0;0;1
R7479;0;1;0
R7480;1;0;1
R7481;1;1;1
R7482;0;1;1
R7483;1;0;1
R7484;0;1;1
R7485;1;1;0
R7486;1;0;0
R7487;0;1;0
R7488;1;0;0
R7489;0;1;0
R7490;1;1;1
R7491;1;0;0
R7492;0;1;1
R7493;1;0;1
R7494;0;1;0
R7495;1;0;0
R7496;1;0;1
R7497;0;1;0
R7498;1;0;0
R7499;1;0;0
R7500;0;0;0
R7501;0;0;1
R7502;0;0;0
R7503;1;0;1
R7504;0;1;0
R7505;0;0;0
R7506;0;0;1
R7507;0;1;0
R7508;1;1;1
R7509;0;0;1
R7510;0;1;1
R7511;0;1;0
R7512;0;0;1
R7513;0;1;1
R7514;1;0;1
R7515;0;1;0
R7516;0;0;1
R7517;1;0;0
R7518;0;0;0
R7519;0;1;0
R7520;1;0;1
R7521;1;0;0
R7522;1;0;0
R7523;1;1;0
R7524;1;0;0
R7525;1;1;1
R7526;1;1;1
R7527;0;1;0
R7528;0;1;0
R7529;0;1;1
R7530;1;1;0
R7531;0;0;0
R7532;0;0;1
R7533;0;0;1
R7534;1;0;0
R7535;1;1;1
R7536;1;1;0
R7537;0;1;0
R7538;1;1;0
R7539;0;0;1
R7540;1;1;1
R7541;0;0;1
R7542;0;0;1
R7543;1;0;0
R7544;0;0;0
R7545;0;0;1
R7546;1;1;1
R7547;1;0;1
R7548;1;1;1
R7549;1;0;1
R7550;1;0;0
R7551;1;1;0
R7552;1;0;0
R7553;1;0;1
R7554;1;0;1
R7555;0;0;0
R7556;0;0;0
R7557;0;1;1
R7558;1;0;1
R7559;1;1;1
R7560;0;1;0
R7561;0;1;1
R7562;1;0;1
R7563;1;1;0
R7564;1;0;0
R7565;1;1;0
R7566;0;0;1
R7567;0;1;0
R7568;1;0;0
R7569;0;1;1
R7570;1;0;1
R7571;0;0;0
R7572;0;0;1
R7573;0;1;1
R7574;1;0;1
R7575;1;0;1
R7576;0;0;0
R7577;1;1;0
R7578;1;1;1
R7579;0;1;0
R7580;0;0;0
R7581;1;1;1
R7582;1;0;1
R7583;1;0;0
R7584;0;0;0
R7585;0;0;1
R7586;0;1;1
R7587;0;1;1
R7588;1;0;0
R7589;1;1;0
R7590;0;1;0
R7591;0;0;0
R7592;0;1;0
R7593;1;1;0
R7594;1;1;0
R7595;1;1;0
R7596;0;0;0
R7597;0;0;0
R7598;0;1;1
R7599;0;0;1
R7600;1;0;0
R7601;0;0;1
R7602;1;0;1
R7603;1;1;1
R7604;0;1;0
R7605;0;0;0
R7606;0;1;1
R7607;1;0;0
R7608;0;0;0
R7609;1;1;0
R7610;1;1;1
R7611;0;0;1
R7612;0;1;1
R7613;1;1;0
R7614;0;1;0
R7615;1;0;0
R7616;0;0;1
R7617;0;0;1
R7618;0;1;1
R7619;1;1;1
R7620;1;0;0
R7621;0;0;1
R7622;1;1;0
R7623;1;1;0
R7624;1;1;0
R7625;1;1;1
R7626;1;1;1
R7627;0;1;0
R7628;0;1;1
R7629;0;1;0
R7630;0;0;0
R7631;1;0;0
R7632;0;0;0
R7633;0;0;1
R7634;1;1;1
R7635;0;0;0
R7636;0;1;0
R7637;0;1;0
R7638;1;0;1
R7639;1;1;1
R7640;1;0;1
R7641;1;1;0
R7642;1;0;0
R7643;0;1;1
R7644;0;1;0
R7645;0;1;0
R7646;1;1;1
R7647;0;0;0
R7648;0;1;0
R7649;1;0;1
R7650;0;1;1
R7651;0;0;1
R7652;0;0;1
R7653;0;0;1
R7654;0;0;0
R7655;1;0;1
R7656;0;1;0
R7657;0;1;1
R7658;0;0;0
R7659;1;1;0
R7660;0;1;0
R7661;1;0;0
R7662;1;1;0
R7663;1;1;1
R7664;1;1;0
R7665;0;0;1
R7666;1;0;1
R7667;0;1;0
R7668;0;1;0
R7669;1;0;1
R7670;1;1;1
R7671;0;0;1
R7672;0;1;0
R7673;1;1;0
R7674;1;1;0
R7675;1;1;1
R7676;1;0;1
R7677;1;1;0
R7678;1;1;1
R7679;0;0;1
R7680;1;1;1
R7681;0;0;0
R7682;1;0;1
R7683;1;0;0
R7684;0;1;0
R7685;1;0;0
R7686;0;1;0
R7687;1;1;0
R7688;0;0;1
R7689;1;0;0
R7690;0;0;1
R7691;1;1;0
R7692;0;1;0
R7693;1;0;1
R7694;0;1;1
R7695;1;0;0
R7696;1;0;1
R7697;0;1;1
R7698;1;0;1
R7699;0;0;1
R7700;1;1;1
R7701;1;1;0
R7702;0;0;1
R7703;0;1;1
R7704;0;0;0
R7705;0;0;1
R7706;1;1;0
R7707;1;0;1
R7708;1;1;1
R7709;0;0;0
R7710;0;1;1
R7711;0;1;1
R7712;1;1;1
R7713;1;1;1
R7714;1;0;0
R7715;1;1;1
R7716;1;1;1
R7717;0;1;0
R7718;1;0;0
R7719;1;1;1
R7720;1;1;0
R7721;1;1;1
R7722;0;1;1
R7723;0;0;1
R7724;0;1;0
R7725;0;0;1
R7726;1;1;0
R7727;0;0;1
R7728;1;0;1
R7729;1;0;1
R7730;1;0;1
R7731;0;1;0
R7732;1;1;0
R7733;1;0;0
R7734;0;1;1
R7735;1;0;0
R7736;1;0;1
R7737;1;0;0
R7738;0;1;0
R7739;1;1;1
R7740;0;1;0
R7741;0;0;0
R7742;1;1;1
R7743;1;1;1
R7744;0;1;1
R7745;1;1;1
R7746;1;0;1
R7747;1;1;1
R7748;0;1;1
R7749;0;1;1
R7750;0;0;0
R7751;1;0;1
R7752;1;0;1
R7753;1;1;0
R7754;0;1;0
R7755;0;1;1
R7756;0;0;0
R7757;0;1;0
R7758;1;1;1
R7759;1;0;1
R7760;0;1;0
R7761;0;0;0
R7762;1;0;1
R7763;1;1;0
R7764;0;0;0
R7765;0;0;1
R7766;0;1;1
R7767;0;1;0
R7768;1;0;1
R7769;1;1;1
R7770;1;1;0
R7771;0;0;0
R7772;0;1;0
R7773;1;0;1
R7774;1;1;0
R7775;0;1;0
R7776;0;0;1
R7777;1;1;0
R7778;1;0;1
R7779;0;1;0
R7780;1;1;1
R7781;0;1;0
R7782;0;0;0
R7783;1;1;0
R7784;1;0;0
R7785;0;1;1
R7786;0;1;0
R7787;0;1;0
R7788;1;1;0
R7789;1;1;1
R7790;1;1;0
R7791;1;1;0
R7792;0;1;0
R7793;1;1;1
R7794;0;0;0
R7795;1;0;1
R7796;1;1;1
R7797;0;0;1
R7798;1;1;1
R7799;1;0;1
R7800;1;1;1
R7801;1;1;0
R7802;1;0;0
R7803;0;1;0
R7804;0;0;0
R7805;1;0;0
R7806;0;0;0
R7807;1;0;1
R7808;0;0;0
R7809;0;1;0
R7810;0;1;0
R7811;0;1;0
R7812;0;0;0
R7813;1;0;0
R7814;1;1;1
R7815;0;0;0
R7816;0;1;1
R7817;0;0;1
R7818;0;0;1
R7819;1;1;1
R7820;0;1;1
R7821;0;1;0
R7822;0;0;0
R7823;0;0;1
R7824;1;1;1
R7825;0;0;0
R7826;1;1;0
R7827;1;1;1
R7828;1;1;0
R7829;1;1;0
R7830;0;0;0
R7831;1;0;0
R7832;0;0;1
R7833;0;1;0
R7834;1;0;0
R7835;1;1;1
R7836;1;1;1
R7837;0;0;0
R7838;1;1;1
R7839;0;1;1
R7840;0;1;1
R7841;1;1;1
R7842;0;1;0
R7843;1;0;1
R7844;0;1;0
R7845;0;0;1
R7846;0;1;0
R7847;1;1;0
R7848;0;1;1
R7849;1;1;0
R7850;0;0;1
R7851;1;0;0
R7852;1;0;0
R7853;1;1;1
R7854;1;1;0
R7855;1;0;0
R7856;0;1;0
R7857;1;0;0
R7858;0;1;1
R7859;1;0;0
R7860;0;1;1
R7861;1;1;1
R7862;1;1;1
R7863;1;0;0
R7864;1;0;0
R7865;1;1;1
R7866;1;1;0
R7867;1;1;1
R7868;1;0;0
R7869;0;1;1
R7870;1;1;1
R7871;0;0;1
R7872;0;1;1
R7873;0;1;1
R7874;0;0;0
R7875;1;1;1
R7876;1;1;1
R7877;0;1;1
R7878;0;0;1
R7879;0;1;0
R7880;1;0;1
R7881;0;1;1
R7882;1;1;1
R7883;1;1;1
R7884;1;0;1
R7885;1;1;1
R7886;0;1;1
R7887;1;0;1
R7888;0;0;0
R7889;1;0;1
R7890;1;1;0
R7891;1;0;1
R7892;0;1;0
R7893;1;0;1
R7894;1;0;0
R7895;0;0;0
R7896;0;0;1
R7897;0;0;0
R7898;0;1;0
R7899;0;0;0
R7900;0;1;1
R7901;0;1;1
R7902;0;0;1
R7903;1;1;1
R7904;0;1;0
R7905;0;1;0
R7906;0;0;0
R7907;0;0;0
R7908;1;0;0
R7909;0;1;0
R7910;0;1;0
R7911;0;0;1
R7912;1;1;1
R7913;1;1;1
R7914;1;1;1
R7915;1;1;0
R7916;1;1;1
R7917;0;1;0
R7918;1;0;0
R7919;1;1;1
R7920;1;1;1
R7921;0;1;1
R7922;1;1;0
R7923;0;1;0
R7924;1;0;0
R7925;0;0;0
R7926;1;1;1
R7927;0;0;0
R7928;1;0;1
R7929;1;1;1
R7930;0;1;0
R7931;0;0;0
R7932;0;1;0
R7933;1;0;0
R7934;1;1;1
R7935;1;0;1
R7936;1;1;1
R7937;1;0;0
R7938;1;1;0
R7939;0;0;1
R7940;0;1;0
R7941;0;1;0
R7942;1;0;0
R7943;1;0;0
R7944;0;0;0
R7945;1;0;1
R7946;0;0;1
R7947;1;1;1
R7948;1;0;0
R7949;1;1;1
R7950;0;1;0
R7951;1;1;0
R7952;0;0;0
R7953;0;0;1
R7954;0;0;0
R7955;0;1;1
R7956;0;1;0
R7957;1;0;0
R7958;0;0;0
R7959;1;1;1
R7960;1;1;1
R7961;1;1;0
R7962;1;0;0
R7963;1;0;0
R7964;0;0;1
R7965;1;0;0
R7966;1;1;0
R7967;0;1;0
R7968;0;0;0
R7969;0;0;0
R7970;1;1;1
R7971;0;0;1
R7972;0;1;1
R7973;0;0;0
R7974;0;1;1
R7975;0;0;1
R7976;1;1;0
R7977;1;1;0
R7978;1;1;1
R7979;0;1;0
R7980;1;0;0
R7981;0;1;0
R7982;0;1;1
R7983;1;1;0
R7984;0;0;0
R7985;0;0;1
R7986;0;0;0
R7987;1;1;0
R7988;0;0;0
R7989;1;1;0
R7990;1;0;1
R7991;1;0;1
R7992;0;0;1
R7993;0;0;0
R7994;1;0;0
R7995;1;0;0
R7996;0;0;0
R7997;0;0;1
R7998;1;0;0
R7999;0;1;0
R8000;1;0;1
R8001;0;0;0
R8002;1;1;1
R8003;0;1;1
R8004;0;0;0
R8005;0;0;1
R8006;1;1;1
R8007;0;0;1
R8008;1;0;0
R8009;1;1;0
R8010;1;0;1
R8011;0;1;0
R8012;1;0;1
R8013;1;1;1
R8014;0;0;1
R8015;0;1;1
R8016;1;1;0
R8017;0;1;0
R8018;1;0;1
R8019;1;1;1
R8020;0;0;0
R8021;0;0;1
R8022;1;1;0
R8023;0;1;0
R8024;1;1;1
R8025;1;0;1
R8026;1;1;0
R8027;1;0;1
R8028;0;0;0
R8029;0;0;1
R8030;0;1;0
R8031;1;1;0
R8032;1;0;0
R8033;0;0;0
R8034;0;0;1
R8035;1;0;0
R8036;1;1;1
R8037;1;0;1
R8038;0;1;0
R8039;0;1;0
R8040;0;0;1
R8041;1;1;0
R8042;1;0;0
R8043;0;1;0
R8044;0;0;1
R8045;0;0;0
R8046;0;0;0
R8047;0;1;0
R8048;1;0;0
R8049;0;0;1
R8050;0;1;1
R8051;1;0;1
R8052;1;1;1
R8053;1;0;0
R8054;1;0;1
R8055;1;0;1
R8056;1;1;1
R8057;1;0;0
R8058;1;0;1
R8059;1;0;0
R8060;0;0;1
R8061;0;0;1
R8062;0;1;1
R8063;1;0;1
R8064;0;0;1
R8065;0;0;1
R8066;1;1;0
R8067;1;1;1
R8068;0;0;0
R8069;1;0;0
R8070;0;1;1
R8071;0;0;0
R8072;0;0;0
R8073;0;1;0
R8074;0;0;1
R8075;1;0;1
R8076;0;0;0
R8077;1;0;1
R8078;1;0;0
R8079;1;0;1
R8080;0;0;0
R8081;0;1;1
R8082;1;1;0
R8083;1;1;0
R8084;0;0;1
R8085;1;1;0
R8086;0;0;1
R8087;1;0;1
R8088;0;1;0
R8089;0;1;0
R8090;0;0;1
R8091;1;1;1
R8092;0;1;0
R8093;1;1;1
R8094;1;0;1
R8095;1;1;1
R8096;0;1;0
R8097;0;0;1
R8098;1;1;1
R8099;0;0;0
R8100;0;1;0
R8101;1;0;1
R8102;1;1;0
R8103;1;1;1
R8104;1;0;1
R8105;0;1;0
R8106;1;0;0
R8107;0;0;0
R8108;1;0;1
R8109;0;0;1
R8110;0;1;0
R8111;1;1;0
R8112;1;0;0
R8113;1;0;1
R8114;1;1;0
R8115;1;1;1
R8116;0;1;1
R8117;0;1;1
R8118;0;0;1
R8119;0;1;0
R8120;0;0;0
R8121;0;0;1
R8122;0;1;1
R8123;1;1;0
R8124;0;0;0
R8125;1;1;1
R8126;0;1;0
R8127;0;0;0
R8128;0;0;0
R8129;1;1;1
R8130;1;1;1
R8131;0;1;1
R8132;1;0;1
R8133;0;0;0
R8134;0;0;0
R8135;0;1;1
R8136;0;0;0
R8137;1;1;1
R8138;1;1;0
R8139;0;1;1
R8140;0;0;0
R8141;1;0;0
R8142;1;0;0
R8143;1;1;0
R8144;1;0;0
R8145;1;1;0
R8146;0;0;0
R8147;1;0;0
R8148;1;1;0
R8149;1;1;1
R8150;0;0;0
R8151;0;1;0
R8152;1;0;0
R8153;0;1;1
R8154;1;1;1
R8155;0;0;0
R8156;1;1;0
R8157;1;1;1
R8158;0;1;1
R8159;0;1;1
R8160;1;1;1
R8161;1;0;1
R8162;1;0;0
R8163;0;1;1
R8164;0;1;0
R8165;1;1;0
R8166;1;0;0
R8167;0;0;1
R8168;1;0;1
R8169;0;0;0
R8170;0;1;1
R8171;0;0;0
R8172;0;0;1
R8173;0;1;1
R8174;0;0;0
R8175;1;1;1
R8176;1;1;1
R8177;0;0;0
R8178;1;0;1
R8179;1;0;0
R8180;1;0;1
R8181;1;0;1
R8182;1;0;1
R8183;1;0;1
R8184;0;0;1
R8185;1;1;0
R8186;0;1;0
R8187;0;1;0
R8188;1;0;0
R8189;0;0;1
R8190;0;1;0
R8191;0;0;0
R8192;0;1;1
R8193;1;0;1
R8194;1;1;1
R8195;0;1;1
R8196;1;1;0
R8197;0;0;1
R8198;1;1;0
R8199;0;0;0
R8200;1;1;0
R8201;1;1;1
R8202;0;1;0
R8203;1;1;0
R8204;1;1;0
R8205;0;1;0
R8206;1;1;0
R8207;1;0;0
R8208;1;0;0
R8209;0;0;1
R8210;0;1;0
R8211;1;0;0
R8212;1;0;1
R8213;0;1;1
R8214;1;1;0
R8215;1;1;1
R8216;0;0;0
R8217;1;0;0
R8218;1;1;0
R8219;0;1;0
R8220;0;0;0
R8221;1;0;0
R8222;0;1;0
R8223;0;0;1
R8224;1;0;1
R8225;1;1;0
R8226;1;1;1
R8227;0;0;1
R8228;0;0;0
R8229;0;1;1
R8230;0;1;0
R8231;1;1;0
R8232;1;1;1
R8233;1;0;0
R8234;0;1;0
R8235;1;0;1
R8236;0;0;0
R8237;1;1;0
R8238;1;1;0
R8239;0;1;1
R8240;0;1;0
R8241;0;0;0
R8242;0;0;0
R8243;1;0;0
R8244;1;1;1
R8245;1;1;0
R8246;1;0;0
R8247;1;0;1
R8248;1;1;1
R8249;1;1;0
R8250;1;1;0
R8251;1;0;0
R8252;0;1;1
R8253;0;1;1
R8254;0;0;0
R8255;0;0;1
R8256;0;1;1
R8257;0;0;1
R8258;0;0;0
R8259;0;0;1
R8260;0;0;1
R8261;1;1;0
R8262;1;0;0
R8263;0;1;0
R8264;1;0;1
R8265;0;1;1
R8266;0;0;0
R8267;1;1;1
R8268;0;1;0
R8269;1;1;0
R8270;0;0;1
R8271;0;1;0
R8272;1;1;0
R8273;0;0;1
R8274;1;1;1
R8275;0;1;0
R8276;0;1;1
R8277;1;1;1
R8278;0;1;0
R8279;1;1;1
R8280;0;0;0
R8281;1;1;0
R8282;1;1;1
R8283;1;0;1
R8284;0;1;0
R8285;1;0;1
R8286;1;0;0
R8287;0;0;1
R8288;0;1;0
R8289;1;1;1
R8290;0;0;1
R8291;0;1;1
R8292;1;0;0
R8293;0;0;1
R8294;1;1;0
R8295;0;1;1
R8296;0;0;0
R8297;1;1;0
R8298;0;0;0
R8299;1;1;0
R8300;1;1;1
R8301;0;1;0
R8302;1;1;1
R8303;1;1;0
R8304;1;1;1
R8305;1;0;1
R8306;1;0;0
R8307;1;1;1
R8308;0;0;0
R8309;0;1;1
R8310;0;1;0
R8311;0;1;0
R8312;0;0;0
R8313;0;1;1
R8314;1;1;0
R8315;0;0;0
R8316;0;1;1
R8317;1;0;0
R8318;1;0;0
R8319;0;1;1
R8320;0;1;1
R8321;0;0;0
R8322;0;1;0
R8323;0;0;0
R8324;0;0;1
R8325;1;1;1
R8326;0;0;1
R8327;0;1;0
R8328;0;0;1
R8329;0;1;0
R8330;1;0;1
R8331;0;1;1
R8332;0;0;0
R8333;0;1;1
R8334;0;1;0
R8335;0;0;0
R8336;0;1;1
R8337;1;1;1
R8338;1;0;0
R8339;0;0;0
R8340;0;0;0
R8341;0;1;0
R8342;1;1;1
R8343;1;1;1
R8344;0;0;0
R8345;0;1;0
R8346;1;1;1
R8347;0;1;1
R8348;0;0;0
R8349;1;1;1
R8350;0;0;0
R8351;1;1;0
R8352;1;0;1
R8353;0;0;0
R8354;1;0;0
R8355;1;0;1
R8356;0;1;0
R8357;0;1;0
R8358;1;0;1
R8359;0;1;0
R8360;1;0;0
R8361;1;0;1
R8362;1;1;0
R8363;0;0;1
R8364;1;0;0
R8365;1;1;1
R8366;0;1;0
R8367;1;0;0
R8368;1;1;0
R8369;0;1;1
R8370;0;1;1
R8371;1;1;0
R8372;0;1;1
R8373;1;0;0
R8374;1;1;0
R8375;1;1;0
R8376;1;0;1
R8377;1;0;1
R8378;0;1;1
R8379;0;0;1
R8380;0;0;1
R8381;1;0;0
R8382;1;0;1
R8383;1;1;1
R8384;0;0;0
R8385;1;0;0
R8386;1;1;0
R8387;0;1;1
R8388;1;0;1
R8389;0;0;0
R8390;1;1;1
R8391;0;0;0
R8392;0;0;1
R8393;0;0;1
R8394;0;1;0
R8395;1;1;0
R8396;1;0;1
R8397;1;0;0
R8398;1;1;0
R8399;1;1;1
R8400;1;0;1
R8401;1;0;0
R8402;0;1;0
R8403;0;1;1
R8404;0;1;0
R8405;0;0;0
R8406;1;1;1
R8407;0;1;1
R8408;1;0;0
R8409;1;1;1
R8410;0;0;0
R8411;0;1;0
R8412;1;1;1
R8413;0;0;0
R8414;1;0;1
R8415;1;0;0
R8416;1;1;0
R8417;0;0;0
R8418;1;1;1
R8419;0;1;0
R8420;1;0;0
R8421;0;1;1
R8422;0;1;0
R8423;1;1;0
R8424;1;0;1
R8425;1;1;0
R8426;1;1;0
R8427;1;0;0
R8428;0;1;0
R8429;0;0;1
R8430;0;0;1
R8431;0;0;0
R8432;1;1;1
R8433;0;1;1
R8434;0;1;1
R8435;0;0;0
R8436;1;1;0
R8437;0;1;0
R8438;1;1;1
R8439;0;0;1
R8440;0;1;1
R8441;1;0;1
R8442;0;1;1
R8443;1;0;0
R8444;1;0;0
R8445;0;0;0
R8446;0;1;0
R8447;0;0;0
R8448;1;0;0
R8449;0;1;0
R8450;1;1;1
R8451;1;1;1
R8452;1;0;1
R8453;1;1;1
R8454;1;1;0
R8455;0;0;0
R8456;0;0;1
R8457;0;0;1
R8458;1;1;1
R8459;1;0;0
R8460;1;0;0
R8461;1;1;0
R8462;1;0;0
R8463;1;0;0
R8464;0;0;0
R8465;1;0;1
R8466;0;0;0
R8467;0;0;1
R8468;1;0;1
R8469;1;0;0
R8470;0;1;0
R8471;0;1;1
R8472;1;0;1
R8473;1;1;1
R8474;1;0;0
R8475;0;1;0
R8476;0;1;0
R8477;1;1;0
R8478;1;1;1
R8479;1;0;1
R8480;0;0;1
R8481;1;1;0
R8482;0;1;1
R8483;1;1;0
R8484;0;1;1
R8485;0;1;1
R8486;0;0;1
R8487;1;1;0
R8488;1;1;0
R8489;0;1;0
R8490;0;0;0
R8491;0;0;1
R8492;1;1;1
R8493;0;1;1
