eye_right_x,eye_right_y,sex,mouth l_y,mouth l_x,nose_x,nose_y,id,eye_left_x,eye_left_y,city,confidence,pose_pitch,emotion_calm,boundingbox_size_width,combined_age_guess,smile,mouth r_y,mouth_l_x,mouth_l_y,mouth_r_x,mouth_r_y,pose_roll,mouth r_x,emotion_angry,boundingbox_size_height,mouth_open_wide,emotion_sad,emotion_confused,emotion_happy,boundingbox_tl_y,boundingbox_tl_x,emotion_disgust,age,combined_gender_guess,eye_closed,pose_yaw,emotion_surprised,glasses
82.1,69.2,0.12,80,55.6,70.8,77.9,2909a49a5f8611e39dfd12f2ff2331d7_5.jpg,61.1,61.7,berlin,1,-3.9,,57.69,25.6666666667,0.94,87,55.6,80,73.7,87,18,73.7,0.01,57.69,0.84,0.01,,0.99,42.31,41.54,,18.57,0.0,0,23.29,,0
126.2,58,0.78,89.8,102.9,116,74.3,6c9e3ce2614e11e39fc9129007b741eb_5.jpg,99,58.3,sao_paulo,0.38,3.33,0.06,86.15,22.3333333333,0.01,90.6,102.9,89.8,125.1,90.6,-1.89,125.1,,86.15,0.01,0.12,,0.05,27.69,70,,25.17,0.0,0.02,21.6,,0.87
67.5,42.4,1,54.5,58.5,60.8,47.6,b8ab69a2612b11e3a1b012ac658f7817_5.jpg,57,43.3,berlin,1,7.73,,32.31,26.0,0.46,53.7,58.5,54.5,66.4,53.7,-4.5,66.4,,32.31,0,0.12,,0.29,29.23,45.38,,23.52,1.0,0.35,-23.03,0.02,0.34
74.6,55.1,0.89,86.8,51.3,56.2,69.7,9c1834e05d7111e3a245124b25c24b3c_5.jpg,49,55.1,bangkok,1,2.17,0.39,70,20.1666666667,0.26,86.9,51.3,86.8,70.6,86.9,0.54,70.6,,70,0,0.05,,0.55,28.46,26.92,,25.74,1.0,0,-29.2,,0
110.5,61.7,0.84,99.1,75.2,86.7,71.2,143cfebe62c311e3b1601202e6d85e9f_5.jpg,71.1,62.2,berlin,0.86,20.05,,91.54,28.6666666667,0.04,99.6,75.2,99.1,101.8,99.6,-0.94,101.8,,91.54,0.02,0.05,0.62,,24.62,43.08,0.27,24.94,1.0,1,-12.48,,0
60.4,79.6,0.87,111.1,30.1,41.1,97.4,a6fd5812608311e3ba74128f0696eb74_5.jpg,30.5,77.4,ny,0.99,2.49,,86.15,21.3333333333,0.47,113.6,30.1,111.1,54.1,113.6,4.07,54.1,0.07,86.15,0,0.11,,,50,-2.31,,30.38,0.0,0,-11.76,0.06,1
87,26.7,0.13,55.3,54.4,68,45.6,36d8cc7a606e11e3b86d0e965f0a3f99_5.jpg,52.4,27.8,sao_paulo,1,-8.51,,86.15,25.3333333333,1,55.3,54.4,55.3,90.8,55.3,-2.03,90.8,,86.15,0.73,,0.02,0.94,3.08,24.62,,18.11,0.0,0.4,-16.23,0.08,1
51.4,56.1,0,96.2,42.8,40.8,77.7,dcb1be6e627011e38f7312f452da4cc0_5.jpg,26.3,70.7,berlin,1,3.13,,83.08,28.0,0.02,84.4,42.8,96.2,63.2,84.4,-30.57,63.2,,83.08,0,0.63,0.01,0.94,26.92,3.08,,23.3,0.0,0.72,-22.72,,0
80.7,27.2,0.01,48.8,38.4,50.7,41.9,10c582645df611e3b7fd123d3be4afff_5.jpg,46.1,15.5,sao_paulo,1,-14.66,,83.85,24.0,0.99,59.8,38.4,48.8,72.5,59.8,19.28,72.5,,83.85,0.24,0.01,0.01,1,-9.23,16.92,,21.3,0.0,0,-28.48,,0.01
86.1,29,0,57.7,64.1,78.2,44.8,4ee093d6618911e3b39812f5057eb2b3_5.jpg,58.9,28.5,moscow,1,-3.08,0.54,66.92,27.6666666667,0.14,56.7,64.1,57.7,83.1,56.7,-0.01,83.1,,66.92,0.06,,0.14,0.42,5.38,40.77,,24.81,0.0,0.02,23.91,,0
101.2,46.7,0,93.2,62.2,81.1,73.9,2543dbc4620f11e39a1b121fa2ef9e8c_5.jpg,58.6,50.9,bangkok,0.99,-3.03,,103.08,23.3333333333,0.95,90,62.2,93.2,107.5,90,-6.21,107.5,0.05,103.08,0.08,,0.04,0.92,14.62,27.69,,18.18,0.0,0.94,-6.73,,0.46
53.5,43.6,0.01,86.3,64.1,48,73.9,2f47dfe05de511e3b5d4127fa14d0ba4_5.jpg,41,59.9,moscow,0.02,5.58,,81.54,23.0,0.65,74.6,64.1,86.3,69.2,74.6,-47.51,69.2,0.02,81.54,0.05,,,0.61,20,11.54,,22.86,0.0,0.44,-68.41,0.17,0.97
88.6,69.9,0,104.9,50.5,78.4,95.5,4116ded25fa811e39ac2124aba1d8069_5.jpg,54.4,68.4,sao_paulo,1,-12.61,0.04,93.08,24.3333333333,0.67,106.5,50.5,104.9,77.8,106.5,0.47,77.8,,93.08,0.09,,0.01,0.95,33.08,22.31,,19.24,0.0,0,49.39,,0
99.9,41.8,0.19,92.1,58.5,71.3,54.7,831286ec5d2811e3a5b712a3de486cc5_5.jpg,55.7,44.7,ny,1,23.16,0.03,101.54,21.3333333333,0.01,89.9,58.5,92.1,93.6,89.9,-3.54,93.6,,101.54,0.44,,0.39,0.07,4.62,29.23,,13.45,0.0,0.67,-15.23,,0
73.3,39.1,0.12,52.3,62.7,67.2,47.2,3e99813e60dc11e3a5b712a3de486cc5_5.jpg,61,39.5,ny,0.99,-5.41,,32.31,26.3333333333,0.77,51.1,62.7,52.3,72.9,51.1,-2.7,72.9,0.02,32.31,0.01,0.04,,0.76,26.92,50,,33.35,1.0,0,-0.12,,0.85
83.9,51.4,0.92,82.9,66.6,73,62.8,8f7298845f8d11e3814f128b961f8de0_5.jpg,58.5,56.2,ny,1,16.57,,72.31,32.3333333333,0.8,77.6,66.6,82.9,89.2,77.6,-11.21,89.2,,72.31,0.03,,,0.16,23.08,36.15,0.37,33.96,1.0,1,-10.73,0.05,0
92.6,75.9,0.98,123.2,57.1,73.3,108.9,503ae9e45e6311e3bddd1272b9fad964_5.jpg,50,75.6,bangkok,1,-14.01,,93.85,22.3333333333,0.18,123.7,57.1,123.2,83.7,123.7,-0.34,83.7,0.49,93.85,0,0.21,0.17,,42.31,25.38,,13.8,1.0,0,11.26,,0.05
79.2,62.7,0,100.2,47.1,51.1,85.7,68777c285f4b11e39f3b129979ea7bb0_5.jpg,42.6,62.7,sao_paulo,1,-7.23,,91.54,23.3333333333,0.98,101,47.1,100.2,78,101,1.25,78,,91.54,0,,0.15,0.98,27.69,15.38,,18.12,0.0,0,-44.23,0.01,0
109,52.2,0.43,66.1,76.1,94.2,55.9,435884d45f1711e39d7c1206781074b2_5.jpg,85.1,39,sao_paulo,1,14.03,,68.46,21.3333333333,0.07,74.2,76.1,66.1,90.8,74.2,28.83,90.8,,68.46,0.05,0.25,,,19.23,59.23,0.02,21.84,0.0,0.96,15.15,0.05,0
146.4,48.6,0.85,84.2,127.1,146.4,66.7,749c6150605c11e3887e0e431685f844_5.jpg,122.4,49.3,ny,0.04,1.5,,72.31,25.6666666667,0.01,83.9,127.1,84.2,146.1,83.9,-5.63,146.1,,72.31,0,0.22,0.29,,24.62,96.15,,13.72,1.0,0.01,66.7,0.33,0.29
110.9,38.5,0.93,59.2,89.6,101.5,48.6,58c1cea05cf811e3b4cb0a0d88bf3520_5.jpg,88.5,35.7,sao_paulo,0.92,11.29,,61.54,34.3333333333,0.66,62.2,89.6,59.2,105.8,62.2,6.47,105.8,,61.54,0.67,0.26,,0.51,11.54,65.38,,14.5,1.0,0.25,19.22,0.39,0
79,61.7,1,90.2,60.3,69.9,74.8,31d5db08600211e393760e87319991e7_5.jpg,54.6,63.8,moscow,1,2.8,0.35,66.15,29.3333333333,0.89,89,60.3,90.2,78.1,89,-6.36,78.1,,66.15,0,0.04,,0.66,36.15,34.62,,27.85,1.0,0,14.61,,0
105.4,57.4,0.53,104.1,56.4,84,92.5,168005de5ed811e3a2d0121ca99d8ce3_5.jpg,54,53.1,sao_paulo,1,-10.41,,117.69,47.6666666667,0.77,106,56.4,104.1,91.4,106,3.97,91.4,,117.69,0.61,0.27,,0.23,16.15,20.77,,44.04,0.0,0,26.29,0.1,0.01
105.8,43.1,0.02,77.8,79.2,98.1,56.9,d557ef0c603c11e3bb3b12eecc678595_5.jpg,73.2,42,berlin,0.9,18.34,,95.38,21.3333333333,0.74,77.9,79.2,77.8,100.7,77.9,-0.03,100.7,,95.38,0.99,0.67,,0.78,2.31,45.38,,21.43,0.0,1,40.8,0.4,0.95
73.7,52.7,0,78,24.9,38.1,71.7,25376a32602b11e39ddb1225a6ec8563_5.jpg,33.4,35.7,sao_paulo,1,-18.57,,111.54,20.3333333333,0.91,90.6,24.9,78,56.3,90.6,23.38,56.3,0.01,111.54,0.01,0.03,,0.93,4.62,-3.85,,22.85,0.0,0,-18.04,,0
65,32,0.01,62.2,27.7,36.6,43.6,43b7ace45f2f11e3a9810ebdd4ba5cf5_5.jpg,35.2,23.3,berlin,0.95,0.93,0.26,82.31,19.6666666667,0.62,70.5,27.7,62.2,48,70.5,17.32,48,,82.31,0.01,,0.13,0.35,-2.31,3.85,,17.25,0.0,0,-34.12,,0
89.4,60.3,0.82,94.5,61.8,75.8,82,5813090661a811e39c4c12032296cf75_5.jpg,60.8,61,bangkok,1,-4.28,,80,19.3333333333,0.97,92.7,61.8,94.5,90.2,92.7,-1.77,90.2,0.02,80,0.21,,,0.21,29.23,35.38,,28.87,1.0,0,1.88,0.45,0
102.4,53.1,1,82.5,74.3,90.9,64.3,61cfd6985e3a11e38cd3120e91405c8a_5.jpg,73,53.1,sao_paulo,1,8.72,,76.15,21.3333333333,0.82,83.5,74.3,82.5,101.6,83.5,-1.26,101.6,,76.15,0.26,0.01,0.16,0.92,21.54,50.77,,23.48,1.0,0,19.91,,0
95.1,76.4,0.98,107.1,71.4,80.6,89.4,5974916460a111e3aa520e5d6fd881bf_5.jpg,68.3,77.2,bangkok,1,10.36,0.27,74.62,25.0,0.68,107.1,71.4,107.1,96.7,107.1,-1.57,96.7,,74.62,0,,0.59,0.46,49.23,44.62,,23.23,1.0,0,-9.54,,1
104.1,73,0.51,88.5,86,96.7,84.9,27ad6f4a5cdf11e3ac12120e1b3bce4c_5.jpg,89,70.9,bangkok,0.34,-17.45,,46.15,23.0,0.93,89.3,86,88.5,99.6,89.3,6.33,99.6,,46.15,0,0.28,,0.96,54.62,73.85,,43.65,0.0,0.98,30.65,0.02,0
87.5,66.6,0.79,86,59,68,77.4,4a6cb7e4624211e39ac01281c0ca3a5e_5.jpg,64.4,60.3,bangkok,1,-6.01,0.01,73.08,29.3333333333,0.98,91.4,59,86,79.3,91.4,16.04,79.3,,73.08,0,,0.01,0.99,33.85,40,,26.96,1.0,0,-19.83,,0
89.4,28.3,0,79.7,59.9,65.4,59.2,5fc187dc62ce11e3abe412df1b842658_5.jpg,46.8,37.3,sao_paulo,1,-6.17,0.5,88.46,22.6666666667,0.72,74.4,59.9,79.7,88.5,74.4,-13.06,88.5,,88.46,0,,0.12,0.25,7.69,25.38,,21.1,0.0,0.86,-17.18,,0.29
103,66.6,0.81,110.5,66.9,90.4,91.4,324745c6601211e3be6f0e2989256522_5.jpg,62.5,65.6,bangkok,1,-5.99,,104.62,15.6666666667,0.07,108.7,66.9,110.5,91.8,108.7,0.09,91.8,,104.62,0.05,0.15,0.12,0.74,28.46,31.54,,15.51,1.0,0.01,25.47,,0
57,59.2,0.13,86.3,56.1,53.6,70.7,662d004e601011e3bd540e4cd1fa8f5b_5.jpg,40.8,74.6,moscow,1,17.19,0.07,56.92,22.6666666667,0.98,74.8,56.1,86.3,68.3,74.8,-45.35,68.3,,56.92,0,0.01,,1,42.31,26.92,,24.24,0.0,0.04,8.49,,0
88.5,22.7,0.08,46.5,51.5,75.1,39.8,49abc5605dc511e3a961123ebaca6697_5.jpg,55.2,16.6,ny,1,-4.44,0.01,69.23,19.0,0.98,51.3,51.5,46.5,80,51.3,11.13,80,,69.23,0.17,0.01,,0.97,-1.54,35.38,,17.53,0.0,0,33.92,,0.06
113.7,42.1,0.99,78,107.2,107.6,57.2,509d5c2a5dc611e380210e73a1281d84_5.jpg,91.5,55.7,bangkok,0.43,23.49,,72.31,33.6666666667,0.99,65.7,107.2,78,128.8,65.7,-30.79,128.8,0.19,72.31,0.96,,0.16,0.1,21.54,70.77,,50.42,1.0,0.99,-4.81,,0
87.1,40.1,1,62.2,67.7,74.3,53.4,78363cec617311e3b1f012154752910d_5.jpg,65.4,40.7,bangkok,0.99,-4.43,,61.54,16.3333333333,0.99,60.5,67.7,62.2,88.5,60.5,-1.22,88.5,,61.54,0.85,,0.04,0.99,20.77,46.15,0.01,24.75,1.0,0,-23.41,,0.99
95.3,49.4,0,68.7,68.5,73.8,60.3,30475db05d0111e3b0aa12c0b6832959_5.jpg,72.9,43.8,moscow,1,-7.48,0.01,66.15,25.3333333333,0.98,74.7,68.5,68.7,88.7,74.7,15.51,88.7,,66.15,0,,0,0.99,21.54,49.23,,22.45,0.0,0,-36.55,,0
92.3,41.4,1,69.4,68.2,77.5,47.9,2405b1e2627811e3aa271286935a506b_5.jpg,65.6,42.1,moscow,1,20.92,0.03,70.77,22.6666666667,0,69.2,68.2,69.4,89.9,69.2,-1.7,89.9,,70.77,0,0.52,0.27,,13.08,43.85,,32.57,1.0,0.15,-7.62,,0.04
60.3,38.8,0.77,64.2,22.2,46,59.5,0517e82c620011e3b2560e8e979d90b7_5.jpg,49.2,33.9,bangkok,0.46,-2.78,,114.62,19.3333333333,0.03,76.5,22.2,64.2,28,76.5,27.06,28,0.06,114.62,0.72,0.25,,,-2.31,-2.31,,23.02,0.0,0.71,113.49,0.28,0
109.1,19.1,0.2,49.1,82.9,95.3,20.2,046191945d7811e3b90d121d6df4beab_5.jpg,78.4,20,ny,0.99,35.06,,67.69,21.3333333333,0,48,82.9,49.1,107.9,48,-2.56,107.9,,67.69,0.24,0.19,0.3,,-3.08,59.23,,16.78,0.0,1,8.8,0.18,0.11
103.1,40.5,0.06,74.8,75.2,94.9,57.3,11887f4a615611e392dd126926f767bb_5.jpg,72.7,35.4,bangkok,1,4.43,0.07,90,22.0,0.01,76.2,75.2,74.8,95.2,76.2,7.8,95.2,,90,0.03,0.35,,0.16,3.85,42.31,,22.95,0.0,0.09,37.9,,0
86.1,103.9,0.8,133.3,58.1,72,118.4,169b69145fa511e3b819126780c3fce1_5.jpg,57.9,105.1,ny,1,2.75,,61.54,23.3333333333,0.87,132.4,58.1,133.3,87.3,132.4,-3.25,87.3,,61.54,0.03,0.01,0.06,0.76,80,41.54,,29.22,1.0,0,0.74,,0
75.4,38.2,0.01,54.7,49,63.8,44.1,12813d9e60e611e3abb1124212175716_5.jpg,54.6,29.5,bangkok,1,11.16,0.02,61.54,21.6666666667,0.99,60.8,49,54.7,65.7,60.8,21.78,65.7,,61.54,0.07,,0.02,1,8.46,31.54,,27.05,0.0,0,18.33,,0
93.7,46.7,0.95,75.3,73.1,74,59.1,5f71d602609811e3ab9712deb6b81b29_5.jpg,72.7,47,bangkok,1,8.05,,68.46,26.0,0.64,75.2,73.1,75.3,90.2,75.2,0.54,90.2,0.02,68.46,0,0.07,,0.21,20,49.23,,26.62,1.0,0.97,-50.12,,0
94.7,59.3,0.02,97.5,70.4,81.5,79,1e20b7505e4411e3af9d125892e7acd6_5.jpg,60.7,64.9,moscow,1,-4.22,,83.08,18.6666666667,0.93,92.9,70.4,97.5,95.1,92.9,-11.56,95.1,,83.08,0,0.03,0.15,0.9,31.54,40,,16.81,0.0,0,2.96,,0.76
76.6,25.5,0.45,69.4,53,72.3,44.2,d5b553505de811e3a89412b8a436aa74_5.jpg,44.1,26,berlin,1,10.35,,90.77,27.8333333333,0,67.9,53,69.4,78.4,67.9,-4.5,78.4,,90.77,0.1,0.34,0.07,,-3.85,16.15,,22.93,0.0,0,45.67,0.15,0
68.6,41.3,0.95,68.1,59.4,67.9,55.1,507d77345fd811e398be0a56c26576e4_5.jpg,49.5,49.3,moscow,1,-9.21,,66.15,27.0,0.98,61.6,59.4,68.1,75.8,61.6,-27.72,75.8,,66.15,0,0.06,,0.99,19.23,29.23,,29.54,0.666666666667,0.62,24.67,0.02,0.01
105.5,29.7,0.09,65.4,81,90.6,54,33151cc45d4411e3865612ea7aa1741a_5.jpg,76.1,33.4,moscow,1,-14.2,,73.08,25.0,0.97,63.3,81,65.4,105.9,63.3,-7.21,105.9,0.01,73.08,0.01,0.06,,0.68,6.15,55.38,,33.93,0.0,0,-6.65,,0
85.3,56.2,1,77.8,64.7,74.7,67.5,31d043725fbd11e3b90d121d6df4beab_5.jpg,64.3,56.3,sao_paulo,1,2.86,,63.08,26.6666666667,0.99,77.6,64.7,77.8,85.4,77.6,-0.5,85.4,,63.08,0.84,,0.03,0.98,32.31,44.62,,34.3,1.0,0,-2.75,0.02,0
83.7,59.7,0,82.5,57.3,69,76.2,6082ae12620611e3af5d12b885f5424a_5.jpg,59.6,54.9,ny,1,-12.22,0.06,69.23,24.3333333333,0.99,85.5,57.3,82.5,79,85.5,10.41,79,,69.23,0.15,,,0.96,31.54,36.92,,22.75,0.0,0,2.41,0.02,0.29
74.5,15.8,0.3,27.7,66.8,68.4,21.4,313fb4de5e8b11e3aed51205de296645_5.jpg,65.2,16.9,moscow,0.99,9.5,0.25,28.46,22.6666666667,0.34,26.7,66.8,27.7,73.4,26.7,-6.26,73.4,,28.46,0,0.38,,0.73,6.15,56.15,,23.66,0.0,0.01,-27.47,,0.38
84,63.1,0.01,84.5,75,76.3,77.9,316ffa1a606911e3b87c121d443e4ba6_5.jpg,68.5,67.6,berlin,0.78,-9.4,0.02,38.46,22.6666666667,0.9,81.5,75,84.5,86.7,81.5,-14.81,86.7,,38.46,0.04,0.03,,0.8,52.31,57.69,,24.69,0.0,0,-29.1,,0
119.9,68.5,0,95.7,94,103.2,83.1,80c23a9a5fda11e38dff129b42c68c55_5.jpg,93.1,69.8,ny,1,-1.18,0.05,64.62,27.3333333333,1,94.4,94,95.7,119.5,94.4,-2.79,119.5,,64.62,0,,0.02,1,43.85,73.08,,23.46,0.0,0,-18.96,,0.33
59.2,26.8,0.45,41.1,54.5,57.9,32.1,3b311f1c62de11e3a6791201ed47478e_5.jpg,50,31.2,sao_paulo,0.98,20.93,,33.85,20.0,0.96,37.5,54.5,41.1,62.6,37.5,-26.61,62.6,,33.85,0.97,0.02,,0.98,14.62,36.92,,19.2,0.0,1,30.75,0.01,0
56.5,36.4,0.08,73.3,22.5,37.3,64.7,8c5db5645d3711e3ad5d0e2e7023c709_5.jpg,17.4,37.7,berlin,0.98,-17.42,0.01,96.15,24.6666666667,0.98,72.5,22.5,73.3,58.1,72.5,0.09,58.1,0,96.15,0.02,,,1,0.77,-8.46,,23.67,0.0,0.03,-8.69,,0
94.8,26.2,0.95,68.5,61.1,74,50.2,13669f945cf711e3ab6d12ff97a23f17_5.jpg,53.9,25.4,moscow,1,-5.02,,86.15,13.3333333333,0.51,68.6,61.1,68.5,88.3,68.6,0.93,88.3,,86.15,0,,0.57,0.05,3.08,30.77,,15.84,0.0,0,-3.13,0.57,0
71.8,34.5,0,64.3,48,61.3,56,6cca28fe610111e3aaaa0a683b85fee2_5.jpg,42.5,35.4,moscow,0.95,-8.24,0.01,82.31,21.3333333333,1,64.4,48,64.3,76,64.4,-2.17,76,,82.31,0.86,,,0.97,6.15,17.69,,15.71,0.0,0.01,-0.47,0.02,0
74.3,54.9,0.08,73.1,55,71.1,67,337e45b8629511e3af6f12ed66271252_5.jpg,59,51.5,moscow,1,-3.34,,63.08,22.3333333333,0.52,76.8,55,73.1,66.2,76.8,8.57,66.2,,63.08,0.18,0.05,0.05,0.65,26.92,30,,20.42,0.0,0.9,75.38,,0
47.8,18,0.01,33.5,39.9,44.5,26.5,29161e0c62bd11e3b74c12ecb14186ad_5.jpg,36.2,21.2,sao_paulo,1,-2.5,,33.08,20.0,0.97,30.1,39.9,33.5,50.6,30.1,-16.71,50.6,,33.08,0,0.02,,0.99,7.69,26.15,,18.47,0.0,0.56,9.74,0.01,0
38.9,44.6,0.09,78.9,22.3,19.8,68.3,1cfa1eb65ffc11e3b145120e7295bf20_5.jpg,11.2,48.9,berlin,0.99,-9.74,,80,26.5,0.87,73.1,22.3,78.9,47.9,73.1,-7.18,47.9,,80,0.25,0.12,,0.94,15.38,-11.54,0.05,30.15,0.0,0.92,-50.02,,1
99.4,20.7,0.08,46.8,93.5,102.8,26.1,4f760e165e8711e3acd212f3be541f0b_5.jpg,78.7,24.2,moscow,1,21.5,,60,26.6666666667,0.91,42.9,93.5,46.8,106.7,42.9,-11.97,106.7,,60,0.12,0.04,,0.87,-1.54,61.54,,20.95,0.0,0.94,69.19,0.08,0.42
84.3,54.7,0,83.4,62.7,78.7,72.4,792a08e25da711e3a8000e98683cb2d8_5.jpg,61.9,56.2,bangkok,1,-7.25,0.08,76.92,17.3333333333,0.97,82.9,62.7,83.4,79.8,82.9,-5.55,79.8,,76.92,0.04,0.04,,0.23,27.69,32.31,,21.81,0.0,0,40.96,,0
100.1,53.5,0.02,78,78.9,90.5,72.1,4bc9b3565dc111e3b67812f58efd8c66_5.jpg,75.5,55.6,bangkok,1,-16.41,,56.92,20.0,0.97,76,78.9,78,100.3,76,-6.25,100.3,0.01,56.92,0.09,,0.01,0.99,33.08,60,,28.33,0.0,0,7.91,,0
79.9,26.1,0.2,38.2,67.5,73.7,28.4,63463e9860bc11e3a9470e8e37697600_5.jpg,66.2,26.2,sao_paulo,0.99,22.87,,32.31,24.3333333333,1,37.8,67.5,38.2,78.2,37.8,-1.67,78.2,,32.31,0.12,0.13,,0.99,13.08,56.15,0,28.64,1.0,0.99,8.93,,0.08
100.8,45.4,0.56,68.9,85.6,98.7,51.1,9bdc9a02620d11e3abb1124212175716_5.jpg,78.4,44.6,ny,1,22.82,0.02,63.08,28.6666666667,0.11,69.8,85.6,68.9,102.3,69.8,-0.47,102.3,,63.08,0.01,0.1,,0.36,19.23,61.54,,27.66,0.0,0.98,53.37,,0
92.5,74.6,0.01,119.5,51.9,70.4,95.4,43ece442602711e3ac63128cfefedca8_5.jpg,50.4,78.6,bangkok,0.18,10.48,,90.77,32.5,0.66,119.1,51.9,119.5,87.2,119.1,-4.42,87.2,0.23,90.77,0.73,,,0.08,45.38,31.54,,20.37,0.0,0,11.36,0.53,0.01
80.8,24.5,0.71,52.7,63.4,76.9,46.1,29a580d25fcb11e39ac01281c0ca3a5e_5.jpg,54.9,28.2,sao_paulo,0.36,-21.67,,72.31,26.3333333333,0.99,52.8,63.4,52.7,79.1,52.8,-8.94,79.1,0.01,72.31,0.12,,0.04,0.82,1.54,27.69,,13.22,0.0,0,33.26,,0
101.5,63.7,0.98,89.9,79.8,89.1,74.7,d4aee4c25f4f11e3b8f30efae419d75e_5.jpg,77.9,63,berlin,1,9.05,0.04,59.23,18.6666666667,0.02,90.4,79.8,89.9,98.2,90.4,1.49,98.2,,59.23,0,0.17,0.05,,40,60,,10.6,0.0,0,-1.45,,0
88.5,38.2,0,66.3,61.3,74.3,44.6,235f1e1e5f5211e3a7690e6f7c295c2b_5.jpg,60.8,36.9,berlin,1,23.32,,66.15,27.0,0,66.6,61.3,66.3,85.2,66.6,2.26,85.2,,66.15,0.02,0.24,,0.4,12.31,40.77,0.01,26.59,0.0,0.32,-1.36,,0
91.2,29.6,0,42.1,79.3,86.2,36.9,21103f425e5011e39db00ef364b1074e_5.jpg,78.8,28.4,sao_paulo,1,0.54,,33.85,20.0,0.85,42.6,79.3,42.1,88.8,42.6,4.49,88.8,,33.85,0.02,0.05,,0.27,15.38,68.46,,26.97,0.0,0,18.93,0.05,0
54.1,28.7,0.03,48.4,44.6,42.1,42.6,45f535625ec611e3bf0d0e1dabfc2fb7_5.jpg,39.3,36.4,sao_paulo,0.02,-9.86,,68.46,19.3333333333,0.04,41.5,44.6,48.4,61.6,41.5,-17.07,61.6,,68.46,0,0.21,0.1,,0.77,13.85,,16.39,0.0,1,-53.98,0.45,0
86.9,48.9,0.97,74.2,67,76.2,61.5,4311bdd65de311e381f2124ecfe7b39e_5.jpg,65.1,50.6,sao_paulo,0.97,3.88,,60,29.0,0.1,72.9,67,74.2,88,72.9,-4.9,88,,60,0,0.05,0.09,0.57,27.69,46.92,,26.38,1.0,1,-9.24,,1
79.7,45.9,0.02,65.1,78.4,78.4,54.7,3fd54e245f3911e385be122f6f4f6846_5.jpg,68.7,54,sao_paulo,1,6.09,,36.15,24.6666666667,0.4,58,78.4,65.1,87.9,58,-38.45,87.9,,36.15,0,0.51,0.06,0.34,34.62,58.46,,21.22,0.0,0.05,4.81,,0
45.3,18.6,0.05,25.8,39.4,43.7,20.9,6dccd4f65ed411e3b39d12b0d45f6887_5.jpg,39.2,17.8,sao_paulo,0.94,15.63,,23.08,23.6666666667,0.99,26.9,39.4,25.8,44.6,26.9,5.1,44.6,,23.08,0.08,0.04,,1,9.23,31.54,0,29.58,0.0,0.95,49.51,,0
66.7,16.5,0.93,28.7,51,57.2,22.8,53c7b7665d5211e3a16712fe907291e4_5.jpg,52.3,14.6,ny,0.98,2.91,0.01,36.92,26.6666666667,0.93,30.3,51,28.7,63.9,30.3,8.74,63.9,0.02,36.92,0.04,,,0.99,1.54,40.77,,26.35,1.0,0.91,-10.81,,0.01
97.6,13.1,0.04,20.4,84.5,92.5,15.6,0aebb9d45faf11e3993a0ea3ad99e4fd_5.jpg,88.1,8.2,sao_paulo,1,10.06,0.02,33.85,19.3333333333,0.7,24.3,84.5,20.4,90.4,24.3,26.09,90.4,,33.85,0.03,0.42,,0.98,-5.38,73.08,,25.33,0.0,1,30.25,,0
86.5,63.9,0.64,93,66.1,73.1,85.2,026df9105ea211e3b50412b2d3abce46_5.jpg,59.3,68,bangkok,1,-18.62,,69.23,29.3333333333,0.94,89.9,66.1,93,85.6,89.9,-9.6,85.6,0.12,69.23,0,,,0.61,40,40,0.02,26.24,1.0,0,-16.42,,0
78.2,90.7,1,111.7,61.8,67.5,99.7,100f12845e2011e39db00ef364b1074e_5.jpg,59.9,91.4,ny,1,11.95,0.04,50.77,54.6666666667,0.43,110.7,61.8,111.7,76.4,110.7,-2.07,76.4,,50.77,0.01,,0.16,0.83,70.77,43.85,,49.69,1.0,0.55,-15.4,,0.87
96.6,59.6,0.16,87.6,70.1,85.5,75.2,27900dcc630311e3be4212897dcd586c_5.jpg,66.3,58.3,moscow,0.98,-1.3,0.01,80,22.6666666667,0.98,89,70.1,87.6,97.5,89,1.85,97.5,,80,0.6,0.02,,0.99,26.15,43.08,,24.79,0.0,0.31,13.6,,0
90.7,49.2,0.11,74.7,66.8,76,63.8,61b0149061c611e39e9b0e243cc3bbb4_5.jpg,64.4,44.3,berlin,1,-1.12,0.04,80,27.0,0.94,79,66.8,74.7,84.1,79,10.14,84.1,,80,0.04,,0.06,0.96,16.92,38.46,,22.08,0.0,0.01,-4.55,,0
112.5,82.2,0.09,112.1,69.2,95.6,99.7,3db1dab2611011e39f620ac472ead80b_5.jpg,76.4,70.6,ny,1,1.26,0.28,86.15,26.6666666667,0.22,119,69.2,112.1,95.6,119,16.28,95.6,,86.15,0.09,,0.06,0.22,42.31,50,,32.53,0.333333333333,0,25.83,,0
92.2,62.2,0.86,89.6,69.5,82.1,77,1ddbd4b25f8b11e381ef125a95a1c163_5.jpg,68.6,62.6,ny,1,8.61,,60.77,20.8333333333,0.97,89.4,69.5,89.6,92.1,89.4,-1.83,92.1,,60.77,1,,,0.51,37.69,50,0.04,28.17,1.0,0,12.63,0.51,0.23
68.1,24.7,0.81,44.5,56.4,58,30.9,1364812c5fc311e3b59a0ebb7344746f_5.jpg,54.1,28.3,ny,0.99,25.66,,36.92,31.6666666667,0.98,41.5,56.4,44.5,69.6,41.5,-12.3,69.6,,36.92,0.06,0.04,0.08,0.89,10.77,46.15,,23.01,1.0,1,-32.14,,0
